"DMR_ID","chr","start","end","dataset","group","mean_beta"
"DMR_136","chr15",79723173,79725642,"GSE213478","Colon",0.183787734220122
"DMR_136","chr15",79723173,79725642,"GSE213478","Kidney",0.154269727842818
"DMR_136","chr15",79723173,79725642,"GSE213478","Lung",0.130174455318697
"DMR_136","chr15",79723173,79725642,"GSE213478","Muscle",0.151827466519251
"DMR_136","chr15",79723173,79725642,"GSE213478","Ovary",0.138350865453481
"DMR_136","chr15",79723173,79725642,"GSE213478","Prostate",0.132257050336015
"DMR_136","chr15",79723173,79725642,"GSE213478","Testis",0.101382078058634
"DMR_137","chr16",66612290,66614916,"GSE213478","Blood",0.31524050617704
"DMR_137","chr16",66612290,66614916,"GSE213478","Breast",0.506489137039958
"DMR_137","chr16",66612290,66614916,"GSE213478","Colon",0.400591464603815
"DMR_137","chr16",66612290,66614916,"GSE213478","Kidney",0.579369527402324
"DMR_137","chr16",66612290,66614916,"GSE213478","Lung",0.385670543437599
"DMR_137","chr16",66612290,66614916,"GSE213478","Muscle",0.336120257691119
"DMR_137","chr16",66612290,66614916,"GSE213478","Ovary",0.30404500637318
"DMR_137","chr16",66612290,66614916,"GSE213478","Prostate",0.396277811904559
"DMR_137","chr16",66612290,66614916,"GSE213478","Testis",0.323933909855831
"DMR_138","chr2",68545433,68548142,"GSE213478","Blood",0.218071076181657
"DMR_138","chr2",68545433,68548142,"GSE213478","Breast",0.156794660797243
"DMR_138","chr2",68545433,68548142,"GSE213478","Colon",0.23024106693208
"DMR_138","chr2",68545433,68548142,"GSE213478","Kidney",0.169715132183452
"DMR_138","chr2",68545433,68548142,"GSE213478","Lung",0.187262582164012
"DMR_138","chr2",68545433,68548142,"GSE213478","Muscle",0.144034487177598
"DMR_138","chr2",68545433,68548142,"GSE213478","Ovary",0.129733297104296
"DMR_138","chr2",68545433,68548142,"GSE213478","Prostate",0.174577316937885
"DMR_138","chr2",68545433,68548142,"GSE213478","Testis",0.106185257854615
"DMR_139","chr7",19155785,19159569,"GSE213478","Blood",0.0629364389562261
"DMR_139","chr7",19155785,19159569,"GSE213478","Breast",0.202146610165038
"DMR_139","chr7",19155785,19159569,"GSE213478","Colon",0.208432682569593
"DMR_139","chr7",19155785,19159569,"GSE213478","Kidney",0.146570447818523
"DMR_139","chr7",19155785,19159569,"GSE213478","Lung",0.0750177905046267
"DMR_139","chr7",19155785,19159569,"GSE213478","Muscle",0.167167379587219
"DMR_139","chr7",19155785,19159569,"GSE213478","Ovary",0.3324850147211
"DMR_139","chr7",19155785,19159569,"GSE213478","Prostate",0.174318469381841
"DMR_139","chr7",19155785,19159569,"GSE213478","Testis",0.131960898998162
"DMR_140","chr5",87973439,87974547,"GSE213478","Blood",0.121133123919586
"DMR_140","chr5",87973439,87974547,"GSE213478","Breast",0.157309440241053
"DMR_140","chr5",87973439,87974547,"GSE213478","Colon",0.173689135547882
"DMR_140","chr5",87973439,87974547,"GSE213478","Kidney",0.12383641005587
"DMR_140","chr5",87973439,87974547,"GSE213478","Lung",0.114705251855276
"DMR_140","chr5",87973439,87974547,"GSE213478","Muscle",0.115970403725624
"DMR_140","chr5",87973439,87974547,"GSE213478","Ovary",0.0840750564178395
"DMR_140","chr5",87973439,87974547,"GSE213478","Prostate",0.118695183111967
"DMR_140","chr5",87973439,87974547,"GSE213478","Testis",0.0721170447967974
"DMR_141","chr13",102067343,102069556,"GSE213478","Blood",0.217068778037644
"DMR_141","chr13",102067343,102069556,"GSE213478","Breast",0.206341747221715
"DMR_141","chr13",102067343,102069556,"GSE213478","Colon",0.270387447723105
"DMR_141","chr13",102067343,102069556,"GSE213478","Kidney",0.19497802270914
"DMR_141","chr13",102067343,102069556,"GSE213478","Lung",0.197376075978131
"DMR_141","chr13",102067343,102069556,"GSE213478","Muscle",0.188035115947927
"DMR_141","chr13",102067343,102069556,"GSE213478","Ovary",0.195352438427991
"DMR_141","chr13",102067343,102069556,"GSE213478","Prostate",0.19892056887597
"DMR_141","chr13",102067343,102069556,"GSE213478","Testis",0.139602231504861
"DMR_142","chr8",55379034,55380663,"GSE213478","Blood",0.0856837536642885
"DMR_142","chr8",55379034,55380663,"GSE213478","Breast",0.105906663118768
"DMR_142","chr8",55379034,55380663,"GSE213478","Colon",0.167266452351662
"DMR_142","chr8",55379034,55380663,"GSE213478","Kidney",0.0788817861566473
"DMR_142","chr8",55379034,55380663,"GSE213478","Lung",0.11873327005947
"DMR_142","chr8",55379034,55380663,"GSE213478","Muscle",0.0513726785080575
"DMR_142","chr8",55379034,55380663,"GSE213478","Ovary",0.0597601714508688
"DMR_142","chr8",55379034,55380663,"GSE213478","Prostate",0.0876794466162686
"DMR_142","chr8",55379034,55380663,"GSE213478","Testis",0.0433787060431847
"DMR_143","chr6",85482570,85484863,"GSE213478","Blood",0.0686325461181866
"DMR_143","chr6",85482570,85484863,"GSE213478","Breast",0.145440772864135
"DMR_143","chr6",85482570,85484863,"GSE213478","Colon",0.173405704644311
"DMR_143","chr6",85482570,85484863,"GSE213478","Kidney",0.0795794952621698
"DMR_143","chr6",85482570,85484863,"GSE213478","Lung",0.076246617671732
"DMR_143","chr6",85482570,85484863,"GSE213478","Muscle",0.0650854352995023
"DMR_143","chr6",85482570,85484863,"GSE213478","Ovary",0.0526417407526427
"DMR_143","chr6",85482570,85484863,"GSE213478","Prostate",0.0851700742641886
"DMR_143","chr6",85482570,85484863,"GSE213478","Testis",0.0680374668514219
"DMR_144","chr13",109147160,109149171,"GSE213478","Blood",0.20222473838993
"DMR_144","chr13",109147160,109149171,"GSE213478","Breast",0.133622263375083
"DMR_144","chr13",109147160,109149171,"GSE213478","Colon",0.250569892267541
"DMR_144","chr13",109147160,109149171,"GSE213478","Kidney",0.163250353914671
"DMR_144","chr13",109147160,109149171,"GSE213478","Lung",0.1642832628382
"DMR_144","chr13",109147160,109149171,"GSE213478","Muscle",0.119948547202938
"DMR_144","chr13",109147160,109149171,"GSE213478","Ovary",0.14636735167562
"DMR_144","chr13",109147160,109149171,"GSE213478","Prostate",0.17286075510039
"DMR_144","chr13",109147160,109149171,"GSE213478","Testis",0.0749567259783024
"DMR_145","chr19",53757677,53758609,"GSE213478","Blood",0.0704400093818317
"DMR_145","chr19",53757677,53758609,"GSE213478","Breast",0.0487816942804204
"DMR_145","chr19",53757677,53758609,"GSE213478","Colon",0.159091902646728
"DMR_145","chr19",53757677,53758609,"GSE213478","Kidney",0.0591826529283375
"DMR_145","chr19",53757677,53758609,"GSE213478","Lung",0.064181111282302
"DMR_145","chr19",53757677,53758609,"GSE213478","Muscle",0.0481657108960188
"DMR_145","chr19",53757677,53758609,"GSE213478","Ovary",0.0316923163703097
"DMR_145","chr19",53757677,53758609,"GSE213478","Prostate",0.0483002019285491
"DMR_145","chr19",53757677,53758609,"GSE213478","Testis",0.0297857835515074
"DMR_146","chr5",115151427,115153615,"GSE213478","Blood",0.240740501273412
"DMR_146","chr5",115151427,115153615,"GSE213478","Breast",0.241629962657125
"DMR_146","chr5",115151427,115153615,"GSE213478","Colon",0.28904474036761
"DMR_146","chr5",115151427,115153615,"GSE213478","Kidney",0.238953121598619
"DMR_146","chr5",115151427,115153615,"GSE213478","Lung",0.243705322825239
"DMR_146","chr5",115151427,115153615,"GSE213478","Muscle",0.242112838172829
"DMR_146","chr5",115151427,115153615,"GSE213478","Ovary",0.203773282984224
"DMR_146","chr5",115151427,115153615,"GSE213478","Prostate",0.246059945029791
"DMR_146","chr5",115151427,115153615,"GSE213478","Testis",0.117678247898606
"DMR_147","chr2",182320901,182322898,"GSE213478","Blood",0.094091897169876
"DMR_147","chr2",182320901,182322898,"GSE213478","Breast",0.299926468510215
"DMR_147","chr2",182320901,182322898,"GSE213478","Colon",0.272237070001844
"DMR_147","chr2",182320901,182322898,"GSE213478","Kidney",0.255767760433344
"DMR_147","chr2",182320901,182322898,"GSE213478","Lung",0.218340103036757
"DMR_147","chr2",182320901,182322898,"GSE213478","Muscle",0.25056100239558
"DMR_147","chr2",182320901,182322898,"GSE213478","Ovary",0.294733053497996
"DMR_147","chr2",182320901,182322898,"GSE213478","Prostate",0.301262111808917
"DMR_147","chr2",182320901,182322898,"GSE213478","Testis",0.165878787143399
"DMR_148","chr4",17781880,17784060,"GSE213478","Blood",0.202604071456006
"DMR_148","chr4",17781880,17784060,"GSE213478","Breast",0.12027049851694
"DMR_148","chr4",17781880,17784060,"GSE213478","Colon",0.187014621864847
"DMR_148","chr4",17781880,17784060,"GSE213478","Kidney",0.120735132520953
"DMR_148","chr4",17781880,17784060,"GSE213478","Lung",0.153531733700212
"DMR_148","chr4",17781880,17784060,"GSE213478","Muscle",0.091463408186666
"DMR_148","chr4",17781880,17784060,"GSE213478","Ovary",0.0979975268276946
"DMR_148","chr4",17781880,17784060,"GSE213478","Prostate",0.143028811821906
"DMR_148","chr4",17781880,17784060,"GSE213478","Testis",0.0798383140601376
"DMR_149","chr13",25620954,25621735,"GSE213478","Blood",0.067895449259193
"DMR_149","chr13",25620954,25621735,"GSE213478","Breast",0.0540507715378309
"DMR_149","chr13",25620954,25621735,"GSE213478","Colon",0.117155430818815
"DMR_149","chr13",25620954,25621735,"GSE213478","Kidney",0.0522329098950353
"DMR_149","chr13",25620954,25621735,"GSE213478","Lung",0.0585146451063972
"DMR_149","chr13",25620954,25621735,"GSE213478","Muscle",0.0379587016798625
"DMR_149","chr13",25620954,25621735,"GSE213478","Ovary",0.039873809885857
"DMR_149","chr13",25620954,25621735,"GSE213478","Prostate",0.0579156071235969
"DMR_149","chr13",25620954,25621735,"GSE213478","Testis",0.0354719355864748
"DMR_150","chr20",59826138,59829060,"GSE213478","Blood",0.276107894094276
"DMR_150","chr20",59826138,59829060,"GSE213478","Breast",0.271423807010053
"DMR_150","chr20",59826138,59829060,"GSE213478","Colon",0.309765252227899
"DMR_150","chr20",59826138,59829060,"GSE213478","Kidney",0.250666514241271
"DMR_150","chr20",59826138,59829060,"GSE213478","Lung",0.213824834608292
"DMR_150","chr20",59826138,59829060,"GSE213478","Muscle",0.247975103144256
"DMR_150","chr20",59826138,59829060,"GSE213478","Ovary",0.182514456368774
"DMR_150","chr20",59826138,59829060,"GSE213478","Prostate",0.276414902472669
"DMR_150","chr20",59826138,59829060,"GSE213478","Testis",0.149969160988506
"DMR_151","chr1",33219158,33220450,"GSE213478","Blood",0.101531154657261
"DMR_151","chr1",33219158,33220450,"GSE213478","Breast",0.0873011167444396
"DMR_151","chr1",33219158,33220450,"GSE213478","Colon",0.129320228761008
"DMR_151","chr1",33219158,33220450,"GSE213478","Kidney",0.14328514764801
"DMR_151","chr1",33219158,33220450,"GSE213478","Lung",0.113105842118282
"DMR_151","chr1",33219158,33220450,"GSE213478","Muscle",0.117832034733878
"DMR_151","chr1",33219158,33220450,"GSE213478","Ovary",0.0731238757804599
"DMR_151","chr1",33219158,33220450,"GSE213478","Prostate",0.0754362132408434
"DMR_151","chr1",33219158,33220450,"GSE213478","Testis",0.0612387620321849
"DMR_152","chr19",13616871,13617970,"GSE213478","Blood",0.0546678819729747
"DMR_152","chr19",13616871,13617970,"GSE213478","Breast",0.0649471815481019
"DMR_152","chr19",13616871,13617970,"GSE213478","Colon",0.0928930501850731
"DMR_152","chr19",13616871,13617970,"GSE213478","Kidney",0.0507838681279785
"DMR_152","chr19",13616871,13617970,"GSE213478","Lung",0.052487844212496
"DMR_152","chr19",13616871,13617970,"GSE213478","Muscle",0.0422826270135126
"DMR_152","chr19",13616871,13617970,"GSE213478","Ovary",0.0481525086680031
"DMR_152","chr19",13616871,13617970,"GSE213478","Prostate",0.0627179536753588
"DMR_152","chr19",13616871,13617970,"GSE213478","Testis",0.041502889504198
"DMR_153","chr7",108095719,108097606,"GSE213478","Blood",0.061393525476436
"DMR_153","chr7",108095719,108097606,"GSE213478","Breast",0.0950947910947918
"DMR_153","chr7",108095719,108097606,"GSE213478","Colon",0.06081052261104
"DMR_153","chr7",108095719,108097606,"GSE213478","Kidney",0.0722288277451891
"DMR_153","chr7",108095719,108097606,"GSE213478","Lung",0.0589484708864377
"DMR_153","chr7",108095719,108097606,"GSE213478","Muscle",0.060440545156257
"DMR_153","chr7",108095719,108097606,"GSE213478","Ovary",0.0429838323070676
"DMR_153","chr7",108095719,108097606,"GSE213478","Prostate",0.0695640894352016
"DMR_153","chr7",108095719,108097606,"GSE213478","Testis",0.0385389051260333
"DMR_154","chr18",18821328,18823509,"GSE213478","Blood",0.0536519547172891
"DMR_154","chr18",18821328,18823509,"GSE213478","Breast",0.0743987975754405
"DMR_154","chr18",18821328,18823509,"GSE213478","Colon",0.118971399648236
"DMR_154","chr18",18821328,18823509,"GSE213478","Kidney",0.0644360185268675
"DMR_154","chr18",18821328,18823509,"GSE213478","Lung",0.0702283311506853
"DMR_154","chr18",18821328,18823509,"GSE213478","Muscle",0.0627770064727357
"DMR_154","chr18",18821328,18823509,"GSE213478","Ovary",0.025423080912403
"DMR_154","chr18",18821328,18823509,"GSE213478","Prostate",0.0735295736310901
"DMR_154","chr18",18821328,18823509,"GSE213478","Testis",0.0250801224960957
"DMR_155","chr4",157996014,157998201,"GSE213478","Blood",0.274423864518222
"DMR_155","chr4",157996014,157998201,"GSE213478","Breast",0.263451255629621
"DMR_155","chr4",157996014,157998201,"GSE213478","Colon",0.324569550199578
"DMR_155","chr4",157996014,157998201,"GSE213478","Kidney",0.231822582573327
"DMR_155","chr4",157996014,157998201,"GSE213478","Lung",0.251764274203571
"DMR_155","chr4",157996014,157998201,"GSE213478","Muscle",0.203801434469491
"DMR_155","chr4",157996014,157998201,"GSE213478","Ovary",0.207868433514991
"DMR_155","chr4",157996014,157998201,"GSE213478","Prostate",0.251045722680389
"DMR_155","chr4",157996014,157998201,"GSE213478","Testis",0.188532203142636
"DMR_156","chr19",21657164,21658001,"GSE213478","Blood",0.168806071360501
"DMR_156","chr19",21657164,21658001,"GSE213478","Breast",0.123761534587782
"DMR_156","chr19",21657164,21658001,"GSE213478","Colon",0.216981471978757
"DMR_156","chr19",21657164,21658001,"GSE213478","Kidney",0.12103761761686
"DMR_156","chr19",21657164,21658001,"GSE213478","Lung",0.159199104789024
"DMR_156","chr19",21657164,21658001,"GSE213478","Muscle",0.14345366815202
"DMR_156","chr19",21657164,21658001,"GSE213478","Ovary",0.118494638211734
"DMR_156","chr19",21657164,21658001,"GSE213478","Prostate",0.138707051414541
"DMR_156","chr19",21657164,21658001,"GSE213478","Testis",0.0860625077173672
"DMR_157","chr4",21949853,21951046,"GSE213478","Blood",0.105145580981568
"DMR_157","chr4",21949853,21951046,"GSE213478","Breast",0.104184618149288
"DMR_157","chr4",21949853,21951046,"GSE213478","Colon",0.174482016948287
"DMR_157","chr4",21949853,21951046,"GSE213478","Kidney",0.0784873491352096
"DMR_157","chr4",21949853,21951046,"GSE213478","Lung",0.0953271874642553
"DMR_157","chr4",21949853,21951046,"GSE213478","Muscle",0.0551089120129475
"DMR_157","chr4",21949853,21951046,"GSE213478","Ovary",0.0378261480716654
"DMR_157","chr4",21949853,21951046,"GSE213478","Prostate",0.0874441501565861
"DMR_157","chr4",21949853,21951046,"GSE213478","Testis",0.0340770111350637
"DMR_158","chr11",110581434,110584727,"GSE213478","Blood",0.12459082773752
"DMR_158","chr11",110581434,110584727,"GSE213478","Breast",0.125023580184605
"DMR_158","chr11",110581434,110584727,"GSE213478","Colon",0.1061179224431
"DMR_158","chr11",110581434,110584727,"GSE213478","Kidney",0.136258901472912
"DMR_158","chr11",110581434,110584727,"GSE213478","Lung",0.107164423575125
"DMR_158","chr11",110581434,110584727,"GSE213478","Muscle",0.14562114307319
"DMR_158","chr11",110581434,110584727,"GSE213478","Ovary",0.0950281775506203
"DMR_158","chr11",110581434,110584727,"GSE213478","Prostate",0.11792921227993
"DMR_158","chr11",110581434,110584727,"GSE213478","Testis",0.068348069947367
"DMR_159","chr12",24714652,24717178,"GSE213478","Blood",0.0529430078324196
"DMR_159","chr12",24714652,24717178,"GSE213478","Breast",0.0332362175485148
"DMR_159","chr12",24714652,24717178,"GSE213478","Colon",0.0470076478870967
"DMR_159","chr12",24714652,24717178,"GSE213478","Kidney",0.0333873062360452
"DMR_159","chr12",24714652,24717178,"GSE213478","Lung",0.0367614278208614
"DMR_159","chr12",24714652,24717178,"GSE213478","Muscle",0.0300884857344194
"DMR_159","chr12",24714652,24717178,"GSE213478","Ovary",0.0267086212859964
"DMR_159","chr12",24714652,24717178,"GSE213478","Prostate",0.0329051469341792
"DMR_159","chr12",24714652,24717178,"GSE213478","Testis",0.0279560562826442
"DMR_160","chr6",127438426,127442679,"GSE213478","Blood",0.107785545069662
"DMR_160","chr6",127438426,127442679,"GSE213478","Breast",0.101427207159034
"DMR_160","chr6",127438426,127442679,"GSE213478","Colon",0.111942074453167
"DMR_160","chr6",127438426,127442679,"GSE213478","Kidney",0.0990858895275184
"DMR_160","chr6",127438426,127442679,"GSE213478","Lung",0.108426962642286
"DMR_160","chr6",127438426,127442679,"GSE213478","Muscle",0.0833854095655619
"DMR_160","chr6",127438426,127442679,"GSE213478","Ovary",0.102161220452004
"DMR_160","chr6",127438426,127442679,"GSE213478","Prostate",0.099260284782975
"DMR_160","chr6",127438426,127442679,"GSE213478","Testis",0.0737018476933562
"DMR_161","chr6",159588564,159591121,"GSE213478","Blood",0.26628179275774
"DMR_161","chr6",159588564,159591121,"GSE213478","Breast",0.335161984991605
"DMR_161","chr6",159588564,159591121,"GSE213478","Colon",0.265955240841157
"DMR_161","chr6",159588564,159591121,"GSE213478","Kidney",0.277149355838139
"DMR_161","chr6",159588564,159591121,"GSE213478","Lung",0.254204926236691
"DMR_161","chr6",159588564,159591121,"GSE213478","Muscle",0.348633820054843
"DMR_161","chr6",159588564,159591121,"GSE213478","Ovary",0.230367797584429
"DMR_161","chr6",159588564,159591121,"GSE213478","Prostate",0.315958946478862
"DMR_161","chr6",159588564,159591121,"GSE213478","Testis",0.180049956991078
"DMR_162","chr13",95362829,95366456,"GSE213478","Blood",0.0710259955753007
"DMR_162","chr13",95362829,95366456,"GSE213478","Breast",0.150552170422421
"DMR_162","chr13",95362829,95366456,"GSE213478","Colon",0.13514800318295
"DMR_162","chr13",95362829,95366456,"GSE213478","Kidney",0.0801453164950338
"DMR_162","chr13",95362829,95366456,"GSE213478","Lung",0.090447882331972
"DMR_162","chr13",95362829,95366456,"GSE213478","Muscle",0.0984111584665997
"DMR_162","chr13",95362829,95366456,"GSE213478","Ovary",0.0760539426368017
"DMR_162","chr13",95362829,95366456,"GSE213478","Prostate",0.106767253166221
"DMR_162","chr13",95362829,95366456,"GSE213478","Testis",0.0492650186248156
"DMR_163","chr13",96296144,96297326,"GSE213478","Blood",0.0821049540100455
"DMR_163","chr13",96296144,96297326,"GSE213478","Breast",0.0419977383147479
"DMR_163","chr13",96296144,96297326,"GSE213478","Colon",0.0814230866938414
"DMR_163","chr13",96296144,96297326,"GSE213478","Kidney",0.037804262809508
"DMR_163","chr13",96296144,96297326,"GSE213478","Lung",0.0631634768832484
"DMR_163","chr13",96296144,96297326,"GSE213478","Muscle",0.0263357893131831
"DMR_163","chr13",96296144,96297326,"GSE213478","Ovary",0.0230125096089476
"DMR_163","chr13",96296144,96297326,"GSE213478","Prostate",0.0678492107435896
"DMR_163","chr13",96296144,96297326,"GSE213478","Testis",0.0245784165485009
"DMR_164","chr3",140769274,140771786,"GSE213478","Blood",0.0596532482311833
"DMR_164","chr3",140769274,140771786,"GSE213478","Breast",0.0887432553058435
"DMR_164","chr3",140769274,140771786,"GSE213478","Colon",0.0943382506649581
"DMR_164","chr3",140769274,140771786,"GSE213478","Kidney",0.101283121272913
"DMR_164","chr3",140769274,140771786,"GSE213478","Lung",0.0680811964379513
"DMR_164","chr3",140769274,140771786,"GSE213478","Muscle",0.101307364091723
"DMR_164","chr3",140769274,140771786,"GSE213478","Ovary",0.0681581804563685
"DMR_164","chr3",140769274,140771786,"GSE213478","Prostate",0.0884774718760427
"DMR_164","chr3",140769274,140771786,"GSE213478","Testis",0.0543467629425602
"DMR_165","chr6",166421992,166422741,"GSE213478","Blood",0.0776218511712509
"DMR_165","chr6",166421992,166422741,"GSE213478","Breast",0.0512564579153625
"DMR_165","chr6",166421992,166422741,"GSE213478","Colon",0.0903153857224238
"DMR_165","chr6",166421992,166422741,"GSE213478","Kidney",0.0608336502389364
"DMR_165","chr6",166421992,166422741,"GSE213478","Lung",0.060553154756767
"DMR_165","chr6",166421992,166422741,"GSE213478","Muscle",0.0340728393689663
"DMR_165","chr6",166421992,166422741,"GSE213478","Ovary",0.0315414296128328
"DMR_165","chr6",166421992,166422741,"GSE213478","Prostate",0.0591918020350556
"DMR_165","chr6",166421992,166422741,"GSE213478","Testis",0.034131874372074
"DMR_166","chr9",133534961,133542125,"GSE213478","Blood",0.0620258149520917
"DMR_166","chr9",133534961,133542125,"GSE213478","Breast",0.0655120875733061
"DMR_166","chr9",133534961,133542125,"GSE213478","Colon",0.120853745663582
"DMR_166","chr9",133534961,133542125,"GSE213478","Kidney",0.0584168408527182
"DMR_166","chr9",133534961,133542125,"GSE213478","Lung",0.0593891426873872
"DMR_166","chr9",133534961,133542125,"GSE213478","Muscle",0.123551172782032
"DMR_166","chr9",133534961,133542125,"GSE213478","Ovary",0.0380172378073456
"DMR_166","chr9",133534961,133542125,"GSE213478","Prostate",0.0743819856431064
"DMR_166","chr9",133534961,133542125,"GSE213478","Testis",0.0412996674039444
"DMR_167","chr9",841067,843748,"GSE213478","Blood",0.0735681209581378
"DMR_167","chr9",841067,843748,"GSE213478","Breast",0.129191428836919
"DMR_167","chr9",841067,843748,"GSE213478","Colon",0.0843082059103279
"DMR_167","chr9",841067,843748,"GSE213478","Kidney",0.0795369097359189
"DMR_167","chr9",841067,843748,"GSE213478","Lung",0.0856897719371575
"DMR_167","chr9",841067,843748,"GSE213478","Muscle",0.115518349732622
"DMR_167","chr9",841067,843748,"GSE213478","Ovary",0.048444964349309
"DMR_167","chr9",841067,843748,"GSE213478","Prostate",0.116334125981065
"DMR_167","chr9",841067,843748,"GSE213478","Testis",0.0573456353652778
"DMR_168","chr18",5894665,5896267,"GSE213478","Blood",0.0663631954833489
"DMR_168","chr18",5894665,5896267,"GSE213478","Breast",0.0620164934516349
"DMR_168","chr18",5894665,5896267,"GSE213478","Colon",0.081067297499051
"DMR_168","chr18",5894665,5896267,"GSE213478","Kidney",0.0544006761947751
"DMR_168","chr18",5894665,5896267,"GSE213478","Lung",0.063768257820359
"DMR_168","chr18",5894665,5896267,"GSE213478","Muscle",0.0456078642475413
"DMR_168","chr18",5894665,5896267,"GSE213478","Ovary",0.0412316151712124
"DMR_168","chr18",5894665,5896267,"GSE213478","Prostate",0.0633577890684961
"DMR_168","chr18",5894665,5896267,"GSE213478","Testis",0.0435385863552388
"DMR_169","chr19",52900882,52901639,"GSE213478","Blood",0.0533537720566917
"DMR_169","chr19",52900882,52901639,"GSE213478","Breast",0.0341310351254332
"DMR_169","chr19",52900882,52901639,"GSE213478","Colon",0.0718417844818183
"DMR_169","chr19",52900882,52901639,"GSE213478","Kidney",0.036221233045448
"DMR_169","chr19",52900882,52901639,"GSE213478","Lung",0.0455257943684893
"DMR_169","chr19",52900882,52901639,"GSE213478","Muscle",0.0295311163617546
"DMR_169","chr19",52900882,52901639,"GSE213478","Ovary",0.033079860387159
"DMR_169","chr19",52900882,52901639,"GSE213478","Prostate",0.0377722437931288
"DMR_169","chr19",52900882,52901639,"GSE213478","Testis",0.0309500803485059
"DMR_170","chr20",24448346,24452131,"GSE213478","Blood",0.170849281574851
"DMR_170","chr20",24448346,24452131,"GSE213478","Breast",0.163949517689686
"DMR_170","chr20",24448346,24452131,"GSE213478","Colon",0.230984106651281
"DMR_170","chr20",24448346,24452131,"GSE213478","Kidney",0.200896284999047
"DMR_170","chr20",24448346,24452131,"GSE213478","Lung",0.15436252445494
"DMR_170","chr20",24448346,24452131,"GSE213478","Muscle",0.202688368829775
"DMR_170","chr20",24448346,24452131,"GSE213478","Ovary",0.174019079506891
"DMR_170","chr20",24448346,24452131,"GSE213478","Prostate",0.171223104372989
"DMR_170","chr20",24448346,24452131,"GSE213478","Testis",0.119001813577152
"DMR_171","chr12",133484026,133485856,"GSE213478","Blood",0.042527726037572
"DMR_171","chr12",133484026,133485856,"GSE213478","Breast",0.0263580778919921
"DMR_171","chr12",133484026,133485856,"GSE213478","Colon",0.0570421521097675
"DMR_171","chr12",133484026,133485856,"GSE213478","Kidney",0.0293537392104961
"DMR_171","chr12",133484026,133485856,"GSE213478","Lung",0.0358582674290708
"DMR_171","chr12",133484026,133485856,"GSE213478","Muscle",0.0253932196287457
"DMR_171","chr12",133484026,133485856,"GSE213478","Ovary",0.0240403385159191
"DMR_171","chr12",133484026,133485856,"GSE213478","Prostate",0.0321232103970713
"DMR_171","chr12",133484026,133485856,"GSE213478","Testis",0.0234093818773951
"DMR_172","chr8",70980488,70984917,"GSE213478","Blood",0.170961056295515
"DMR_172","chr8",70980488,70984917,"GSE213478","Breast",0.250256373743323
"DMR_172","chr8",70980488,70984917,"GSE213478","Colon",0.217525904306296
"DMR_172","chr8",70980488,70984917,"GSE213478","Kidney",0.250451979732094
"DMR_172","chr8",70980488,70984917,"GSE213478","Lung",0.187011725145803
"DMR_172","chr8",70980488,70984917,"GSE213478","Muscle",0.239919623617722
"DMR_172","chr8",70980488,70984917,"GSE213478","Ovary",0.183381302983485
"DMR_172","chr8",70980488,70984917,"GSE213478","Prostate",0.250801782575013
"DMR_172","chr8",70980488,70984917,"GSE213478","Testis",0.135169971572158
"DMR_173","chr7",43151168,43153950,"GSE213478","Blood",0.110881415188206
"DMR_173","chr7",43151168,43153950,"GSE213478","Breast",0.078392843984583
"DMR_173","chr7",43151168,43153950,"GSE213478","Colon",0.124280334478578
"DMR_173","chr7",43151168,43153950,"GSE213478","Kidney",0.0924121101177037
"DMR_173","chr7",43151168,43153950,"GSE213478","Lung",0.0967406226460913
"DMR_173","chr7",43151168,43153950,"GSE213478","Muscle",0.0561104979911118
"DMR_173","chr7",43151168,43153950,"GSE213478","Ovary",0.0498056752788742
"DMR_173","chr7",43151168,43153950,"GSE213478","Prostate",0.0763494302105304
"DMR_173","chr7",43151168,43153950,"GSE213478","Testis",0.0648983512430849
"DMR_174","chr11",503270,504937,"GSE213478","Blood",0.196932359946826
"DMR_174","chr11",503270,504937,"GSE213478","Breast",0.242377662430063
"DMR_174","chr11",503270,504937,"GSE213478","Colon",0.336232811709385
"DMR_174","chr11",503270,504937,"GSE213478","Kidney",0.53541576952475
"DMR_174","chr11",503270,504937,"GSE213478","Lung",0.296111532052639
"DMR_174","chr11",503270,504937,"GSE213478","Muscle",0.22621796804079
"DMR_174","chr11",503270,504937,"GSE213478","Ovary",0.251444114027553
"DMR_174","chr11",503270,504937,"GSE213478","Prostate",0.345189760224227
"DMR_174","chr11",503270,504937,"GSE213478","Testis",0.279437879086941
"DMR_175","chr5",1930801,1932098,"GSE213478","Blood",0.06066841242982
"DMR_175","chr5",1930801,1932098,"GSE213478","Breast",0.0649854049364142
"DMR_175","chr5",1930801,1932098,"GSE213478","Colon",0.128529730440919
"DMR_175","chr5",1930801,1932098,"GSE213478","Kidney",0.0755817177231932
"DMR_175","chr5",1930801,1932098,"GSE213478","Lung",0.0770908201585998
"DMR_175","chr5",1930801,1932098,"GSE213478","Muscle",0.0801631491565478
"DMR_175","chr5",1930801,1932098,"GSE213478","Ovary",0.0617569634716166
"DMR_175","chr5",1930801,1932098,"GSE213478","Prostate",0.0652053620387741
"DMR_175","chr5",1930801,1932098,"GSE213478","Testis",0.0378570211707206
"DMR_176","chr20",8111582,8113630,"GSE213478","Blood",0.154454878442812
"DMR_176","chr20",8111582,8113630,"GSE213478","Breast",0.154540945665947
