"DMR_ID","chr","start","end","dataset","nCpG_background","mean_beta_all_background","max_sample_beta","max_group_mean_beta","background_pass"
"DMR_8","chr15",28351607,28353889,"GSE48472",9,0.176115865882937,0.265331718,0.252193219822222,FALSE
"DMR_9","chr8",67872678,67875922,"GSE48472",14,0.164130667909439,0.2030531595,0.190975308314286,TRUE
"DMR_10","chr20",41817011,41819775,"GSE48472",12,0.0833053297172619,0.125762919333333,0.0991565747727273,TRUE
"DMR_11","chr2",144693520,144695257,"GSE48472",7,0.188116926438776,0.212344711285714,0.197059725057143,TRUE
"DMR_12","chr20",61049777,61051802,"GSE48472",25,0.102503795123571,0.1495144858,0.13149025514,TRUE
"DMR_13","chr12",95941571,95943131,"GSE48472",10,0.177169248299206,0.271048764,0.247668607311111,FALSE
"DMR_14","chr10",118030848,118034357,"GSE48472",30,0.10801402518631,0.150723971033333,0.12144419848,TRUE
"DMR_15","chr19",37406260,37408110,"GSE48472",14,0.123206639843112,0.148058249714286,0.131243634506494,TRUE
"DMR_16","chr7",49812430,49816819,"GSE48472",19,0.13993864181485,0.200007166,0.169363393355263,TRUE
"DMR_17","chr11",7271955,7274234,"GSE48472",11,0.151329804032468,0.257245112909091,0.172494251842975,TRUE
"DMR_18","chr1",49242359,49243472,"GSE48472",9,0.113753045309524,0.168049168333333,0.149458038777778,TRUE
"DMR_19","chr8",145103309,145107857,"GSE48472",17,0.300201156491597,0.587129385588235,0.529251639658823,FALSE
"DMR_20","chr6",133561368,133564578,"GSE48472",50,0.175884152026312,0.229900082061225,0.207784673846939,FALSE
"DMR_21","chr6",84417445,84419827,"GSE48472",15,0.143544803159524,0.208094752133333,0.163405096022222,TRUE
"DMR_22","chr19",56904442,56905587,"GSE48472",12,0.115881244870536,0.1743788715,0.133569820138889,TRUE
"DMR_23","chr12",72665282,72668470,"GSE48472",17,0.098882519677521,0.172359948882353,0.118660027333333,TRUE
"DMR_24","chr17",43339040,43340758,"GSE48472",14,0.228545820160714,0.424179115357143,0.402805993446429,FALSE
"DMR_25","chr8",32404299,32406928,"GSE48472",9,0.088057479875,0.173155467444444,0.106713116,TRUE
"DMR_26","chr7",98466938,98468586,"GSE48472",6,0.0977497355744048,0.149020064,0.140617981766667,TRUE
"DMR_27","chr2",115918326,115921258,"GSE48472",13,0.138704512010989,0.26768372,0.174398630948718,TRUE
"DMR_28","chr7",24322873,24325371,"GSE48472",15,0.135444751284524,0.324568435066667,0.177846263973333,TRUE
"DMR_29","chr6",390933,394966,"GSE48472",16,0.129318559825893,0.190179139125,0.1797972931375,TRUE
"DMR_30","chr6",29520698,29521803,"GSE48472",39,0.177484691379579,0.460207558333333,0.422834766666667,FALSE
"DMR_31","chr1",108505752,108508626,"GSE48472",11,0.0963736476347403,0.141456349545455,0.133394064340909,TRUE
"DMR_32","chr3",96532006,96533824,"GSE48472",14,0.0785251748303571,0.147305198142857,0.0958131355952381,TRUE
"DMR_33","chr8",97504959,97507958,"GSE48472",18,0.199700574107143,0.224888410388889,0.214380450688889,FALSE
"DMR_34","chr8",68862516,68865187,"GSE48472",15,0.160982295286905,0.244697672266667,0.178615006955556,TRUE
"DMR_35","chr19",36909326,36910116,"GSE48472",7,0.144451578895408,0.216785210285714,0.1945418632,TRUE
"DMR_36","chr4",96468962,96471143,"GSE48472",22,0.0927127864204546,0.169856645136364,0.114576656439394,TRUE
"DMR_37","chr8",85094437,85097429,"GSE48472",19,0.169174545870301,0.222421250263158,0.198857954171053,TRUE
"DMR_38","chr13",36870809,36873065,"GSE48472",15,0.121878370927381,0.306383390933333,0.15743604452,TRUE
"DMR_39","chr10",102893925,102896869,"GSE48472",16,0.221619891106027,0.352842128125,0.315461011,FALSE
"DMR_40","chr21",38076709,38083586,"GSE48472",26,0.28422781746772,0.616656043730769,0.506748722523077,FALSE
"DMR_41","chr10",7450112,7455714,"GSE48472",25,0.179170886732143,0.19881415516,0.18351085336,TRUE
"DMR_42","chr19",58951434,58952361,"GSE48472",11,0.205189918329545,0.270402058909091,0.246882317327273,FALSE
"DMR_43","chr8",53850809,53854495,"GSE48472",17,0.110747264190126,0.297508266529412,0.213814232635294,FALSE
"DMR_44","chr18",44336399,44338147,"GSE48472",8,0.163559390921875,0.220547551375,0.198313855425,TRUE
"DMR_45","chr6",118227732,118229732,"GSE48472",14,0.106111122235969,0.1538559865,0.135027299771429,TRUE
"DMR_46","chr7",134142981,134144288,"GSE48472",15,0.172357031670238,0.223819276733333,0.21990556412,FALSE
"DMR_47","chr3",68979668,68982098,"GSE48472",14,0.154296868436224,0.227707976785714,0.213027882228571,FALSE
"DMR_48","chr8",16884197,16885270,"GSE48472",8,0.0699759296897321,0.178162291375,0.0900286558333333,TRUE
"DMR_49","chr17",77178665,77179999,"GSE48472",6,0.0660902222767857,0.100401975166667,0.0871094368333333,TRUE
"DMR_50","chr1",242686709,242688681,"GSE48472",12,0.122414076107143,0.19957533725,0.147390381416667,TRUE
"DMR_51","chr7",152621979,152623304,"GSE48472",11,0.179701250316558,0.306658662454545,0.269582821977273,FALSE
"DMR_52","chr8",72468021,72471153,"GSE48472",13,0.18264689059478,0.568000362615385,0.514541832576923,FALSE
"DMR_53","chr3",13323567,13325360,"GSE48472",10,0.130166799501786,0.2096562831,0.185409969883333,TRUE
"DMR_54","chr3",192231892,192234611,"GSE48472",8,0.153628617274554,0.254387648625,0.183832459875,TRUE
"DMR_55","chr7",127670570,127673038,"GSE48472",16,0.294534394424107,0.6237164080625,0.580458928875,FALSE
"DMR_56","chr5",127872037,127875163,"GSE48472",17,0.265544504692227,0.387192858235294,0.310871250518717,FALSE
"DMR_57","chr2",105459097,105462246,"GSE48472",14,0.100804532725765,0.150696468714286,0.115543935,TRUE
"DMR_58","chr20",50720731,50723227,"GSE48472",8,0.175007651151786,0.316646197,0.273977416275,FALSE
"DMR_59","chr1",16081988,16085984,"GSE48472",11,0.240538213152597,0.483967095454545,0.420786963781818,FALSE
"DMR_60","chr13",36705041,36706433,"GSE48472",8,0.248493217787946,0.365851416375,0.285903059897727,FALSE
"DMR_61","chr19",58609269,58611007,"GSE48472",14,0.111875413245781,0.251410453692308,0.133545603045954,TRUE
"DMR_62","chr1",57887655,57890636,"GSE48472",15,0.0984110962178571,0.144449631,0.117998436546667,TRUE
"DMR_63","chr19",12201983,12203946,"GSE48472",8,0.262416666569196,0.40279365275,0.3728606524,FALSE
"DMR_64","chr4",166793622,166796212,"GSE48472",17,0.103344401259454,0.160698636294118,0.116670787686275,TRUE
"DMR_65","chr20",53091600,53093152,"GSE48472",12,0.122839140706845,0.17567500825,0.159005033479167,TRUE
"DMR_66","chr13",79169714,79171679,"GSE48472",16,0.224066453829241,0.3551089068125,0.338531984510417,FALSE
"DMR_67","chr7",158935647,158938780,"GSE48472",13,0.206640806478022,0.257226765923077,0.244296290969231,FALSE
"DMR_68","chr13",88323266,88326918,"GSE48472",20,0.0933529978866071,0.13213642265,0.10822343275,TRUE
"DMR_69","chr15",79381747,79383980,"GSE48472",24,0.0978981115513393,0.134135009791667,0.124696299725,TRUE
"DMR_70","chr2",70994758,70996021,"GSE48472",14,0.170489065375,0.205560274071429,0.194155884178571,TRUE
"DMR_71","chr18",7116421,7119131,"GSE48472",9,0.0768896227777778,0.153376648666667,0.103679232666667,TRUE
"DMR_72","chr2",139537131,139539181,"GSE48472",13,0.221990378296703,0.322990531538462,0.254394934132867,FALSE
"DMR_73","chr7",50342251,50345049,"GSE48472",11,0.206888456383279,0.2550543131,0.226096743885124,FALSE
"DMR_74","chr20",25061762,25065553,"GSE48472",20,0.161454187803571,0.21288766935,0.1994688080625,TRUE
"DMR_75","chr5",178016195,178019014,"GSE48472",17,0.206151704293067,0.245289195117647,0.230914669235294,FALSE
"DMR_76","chr6",105584149,105585762,"GSE48472",9,0.161586632882937,0.211621615333333,0.203158211222222,FALSE
"DMR_77","chr13",53419596,53420933,"GSE48472",8,0.164382456075893,0.228375420875,0.192777201729167,TRUE
"DMR_78","chr19",52872727,52873624,"GSE48472",10,0.0943450929303571,0.1339962157,0.11190288928,TRUE
"DMR_79","chr11",91956670,91960644,"GSE48472",14,0.160952801427296,0.213640934714286,0.195949460285714,TRUE
"DMR_80","chr7",103629099,103631129,"GSE48472",14,0.0922611150855573,0.122430575076923,0.103619860028571,TRUE
"DMR_81","chr5",178770629,178773708,"GSE48472",14,0.137188559289541,0.155596748214286,0.150172927942857,TRUE
"DMR_82","chr15",84115371,84116920,"GSE48472",13,0.20968243221978,0.238027967230769,0.229503491523077,FALSE
"DMR_83","chr9",101469203,101471607,"GSE48472",9,0.140182158196429,0.182016574444444,0.150290853191919,TRUE
"DMR_84","chr12",104696685,104697983,"GSE48472",12,0.208375360517857,0.37312148525,0.332912401883333,FALSE
"DMR_85","chr5",170742118,170745466,"GSE48472",10,0.174905695826786,0.2344377401,0.194017408366667,TRUE
"DMR_86","chr9",124460262,124464871,"GSE48472",10,0.265596268571429,0.6047319862,0.5670013255,FALSE
"DMR_87","chr8",48100081,48100957,"GSE48472",9,0.183237914922619,0.254278508,0.245973337511111,FALSE
"DMR_88","chr13",23733305,23735282,"GSE48472",8,0.270729846357143,0.31276855825,0.285462902375,FALSE
"DMR_89","chr6",166577862,166583523,"GSE48472",23,0.121507870981366,0.152390615043478,0.130437397205534,TRUE
"DMR_90","chr11",134145490,134147837,"GSE48472",17,0.183009383080882,0.225686536235294,0.208325438270588,FALSE
"DMR_91","chr3",185911208,185912486,"GSE48472",9,0.331750321730159,0.490598640555556,0.424928500518518,FALSE
"DMR_92","chr5",136833216,136834863,"GSE48472",9,0.238304571781746,0.303821892444444,0.278293342638889,FALSE
"DMR_93","chr10",105036495,105038444,"GSE48472",12,0.0904958851815476,0.1458855575,0.125899313833333,TRUE
"DMR_94","chr20",61806628,61810902,"GSE48472",23,0.114566138850932,0.161962744478261,0.125774106498024,TRUE
"DMR_95","chr4",156587892,156589349,"GSE48472",13,0.0879076576813187,0.108370742846154,0.0952405775230769,TRUE
"DMR_96","chr4",134067133,134070598,"GSE48472",21,0.0966693953494898,0.141498256761905,0.111031229619048,TRUE
"DMR_97","chr11",111410878,111412172,"GSE48472",11,0.19313712650487,0.286683816,0.277466981290909,FALSE
"DMR_98","chr13",102568345,102570482,"GSE48472",10,0.140748801042857,0.1888434535,0.17421774298,TRUE
"DMR_99","chr1",237204939,237207256,"GSE48472",10,0.177542567326786,0.2351988086,0.2045553069,FALSE
"DMR_100","chr1",200002343,200006247,"GSE48472",17,0.31553544182563,0.638162297941177,0.587972267647059,FALSE
"DMR_101","chr2",193058172,193061253,"GSE48472",10,0.179684827330357,0.2231741335,0.20739594986,FALSE
"DMR_102","chr11",65600773,65601427,"GSE48472",12,0.0664695459895833,0.106382867666667,0.0995949747833333,TRUE
"DMR_103","chr7",145812625,145814306,"GSE48472",17,0.120370156672269,0.220522901764706,0.138330060976471,TRUE
"DMR_104","chr8",89338965,89341103,"GSE48472",13,0.12864476579533,0.179466590538462,0.143438839442308,TRUE
"DMR_105","chr13",95618902,95620997,"GSE48472",6,0.18907362935119,0.2435976515,0.236510113066667,FALSE
"DMR_106","chr8",97169621,97174382,"GSE48472",23,0.151524159158385,0.278059518695652,0.232571613532609,FALSE
"DMR_107","chr8",69240774,69244553,"GSE48472",15,0.211992597192857,0.270492335466667,0.232858973266667,FALSE
"DMR_108","chr2",137521943,137523892,"GSE48472",8,0.0928362161495536,0.116170089875,0.102002295333333,TRUE
"DMR_109","chr3",237137,240139,"GSE48472",15,0.127933280764286,0.295805496133333,0.173673910733333,TRUE
"DMR_110","chr6",94126141,94129636,"GSE48472",18,0.12930049783631,0.178351016111111,0.151572439544444,TRUE
"DMR_111","chr16",28072873,28076248,"GSE48472",14,0.176750627644133,0.217132825071429,0.204230221971429,FALSE
"DMR_112","chr7",84814140,84816843,"GSE48472",14,0.166416843929847,0.241879156928571,0.186861822,TRUE
"DMR_113","chr20",37433247,37435978,"GSE48472",17,0.237836963597689,0.383669540647059,0.359844526073529,FALSE
"DMR_114","chr15",83775590,83777082,"GSE48472",13,0.181574578026099,0.269881095923077,0.251867859211538,FALSE
"DMR_115","chr1",91182215,91185922,"GSE48472",25,0.186726794768571,0.23913406144,0.217621537272,FALSE
"DMR_116","chr17",6616351,6617470,"GSE48472",11,0.121219321371753,0.171504068,0.147194413872727,TRUE
"DMR_117","chr2",164592477,164594200,"GSE48472",12,0.209325100875,0.2953742785,0.241425104833333,FALSE
"DMR_118","chr4",110222806,110224951,"GSE48472",21,0.156126720460034,0.207816314047619,0.180870691038095,TRUE
"DMR_119","chr11",105479843,105481988,"GSE48472",18,0.126607130410714,0.187015300333333,0.141654128877778,TRUE
"DMR_120","chr11",20689672,20693928,"GSE48472",20,0.132416250616964,0.1867490258,0.16107961144,TRUE
"DMR_121","chr2",119599067,119600948,"GSE48472",13,0.254642250710165,0.783874905076923,0.670751339107692,FALSE
"DMR_122","chr2",154727485,154730326,"GSE48472",17,0.151575137880252,0.258455687705882,0.179509479333333,TRUE
"DMR_123","chr6",85471973,85474803,"GSE48472",17,0.143205367418067,0.207208511529412,0.1789988694,TRUE
"DMR_124","chr12",65218019,65220152,"GSE48472",11,0.144165759404221,0.564047773818182,0.540073351727273,FALSE
"DMR_125","chr4",5712426,5713546,"GSE48472",11,0.127941642178571,0.176760829181818,0.145738956702479,TRUE
"DMR_126","chr1",119548527,119551851,"GSE48472",16,0.242593515331473,0.5396094269375,0.48944267628125,FALSE
"DMR_127","chr7",93519220,93521196,"GSE48472",23,0.260120640841191,0.323645180391304,0.31548934086087,FALSE
"DMR_128","chr15",48935514,48939483,"GSE48472",14,0.308334707871173,0.365368763285714,0.356903682842857,FALSE
"DMR_129","chr9",37026418,37027815,"GSE48472",7,0.119054049477041,0.194644589857143,0.164057453057143,TRUE
"DMR_130","chr2",40677600,40680611,"GSE48472",10,0.136000155119643,0.2092841353,0.160446680433333,TRUE
"DMR_131","chr2",29335792,29339806,"GSE48472",16,0.201407811949777,0.3197193070625,0.31050290509375,FALSE
"DMR_132","chr1",77331940,77334748,"GSE48472",16,0.130691633071429,0.1812891830625,0.1642424538375,TRUE
"DMR_133","chr18",25754301,25758434,"GSE48472",17,0.164139966510504,0.235313509823529,0.182767322529412,TRUE
"DMR_134","chr6",72129198,72131020,"GSE48472",13,0.17261289348489,0.349695748,0.232952142923077,FALSE
"DMR_135","chr16",51182904,51190201,"GSE48472",48,0.148968622459449,0.213737760875,0.207471520505208,FALSE
"DMR_136","chr15",79723173,79725642,"GSE48472",13,0.201525912491758,0.260981850923077,0.233055461576923,FALSE
"DMR_137","chr16",66612290,66614916,"GSE48472",13,0.368091400402473,0.656840661923077,0.554321031057692,FALSE
"DMR_138","chr2",68545433,68548142,"GSE48472",16,0.197534713121652,0.2694220689375,0.240753489477273,FALSE
"DMR_139","chr7",19155785,19159569,"GSE48472",35,0.14496556412449,0.2363970408,0.197031220071429,TRUE
"DMR_140","chr5",87973439,87974547,"GSE48472",12,0.198892630964286,0.2463490555,0.224525462083333,FALSE
"DMR_141","chr13",102067343,102069556,"GSE48472",16,0.237516699265625,0.283089584875,0.25880552125,FALSE
"DMR_142","chr8",55379034,55380663,"GSE48472",9,0.144783154168651,0.216513775666667,0.170193313666667,TRUE
"DMR_143","chr6",85482570,85484863,"GSE48472",13,0.150266775938187,0.299585841076923,0.221938753371795,FALSE
"DMR_144","chr13",109147160,109149171,"GSE48472",6,0.21340554835119,0.320799750333333,0.257998541757576,FALSE
"DMR_145","chr19",53757677,53758609,"GSE48472",7,0.105277660668367,0.193474256,0.131470024142857,TRUE
"DMR_146","chr5",115151427,115153615,"GSE48472",13,0.215427169366758,0.263996203769231,0.243560058861538,FALSE
"DMR_147","chr2",182320901,182322898,"GSE48472",14,0.216949949965561,0.346270352,0.312733409214286,FALSE
"DMR_148","chr4",17781880,17784060,"GSE48472",14,0.144204714118622,0.205116584428571,0.176970310675325,TRUE
"DMR_149","chr13",25620954,25621735,"GSE48472",6,0.0967942499970238,0.126172604333333,0.107654096833333,TRUE
"DMR_150","chr20",59826138,59829060,"GSE48472",7,0.191536519594388,0.252799352571429,0.204924947371429,FALSE
"DMR_151","chr1",33219158,33220450,"GSE48472",7,0.144769407658163,0.366039486857143,0.343756545857143,FALSE
"DMR_152","chr19",13616871,13617970,"GSE48472",9,0.122187487813492,0.154057228888889,0.1348028212,TRUE
"DMR_153","chr7",108095719,108097606,"GSE48472",12,0.115539502712798,0.175346444166667,0.1638564268,TRUE
"DMR_154","chr18",18821328,18823509,"GSE48472",14,0.134042093714286,0.187560977,0.161576809585714,TRUE
"DMR_155","chr4",157996014,157998201,"GSE48472",15,0.226906515903571,0.319191967133333,0.266355959893333,FALSE
"DMR_156","chr19",21657164,21658001,"GSE48472",6,0.128984952508929,0.219445471,0.153119055866667,TRUE
"DMR_157","chr4",21949853,21951046,"GSE48472",10,0.144078551473214,0.3066082413,0.203673856066667,FALSE
"DMR_158","chr11",110581434,110584727,"GSE48472",22,0.118603503528409,0.160058900409091,0.154070708420455,TRUE
"DMR_159","chr12",24714652,24717178,"GSE48472",19,0.0940922432866541,0.126458806157895,0.108391038330144,TRUE
"DMR_160","chr6",127438426,127442679,"GSE48472",18,0.104080499011905,0.133004494722222,0.117999780922222,TRUE
"DMR_161","chr6",159588564,159591121,"GSE48472",7,0.262116054316327,0.49225233,0.4079296164,FALSE
"DMR_162","chr13",95362829,95366456,"GSE48472",24,0.158111528311756,0.208056652416667,0.1983503303125,TRUE
"DMR_163","chr13",96296144,96297326,"GSE48472",12,0.110912029130952,0.157111239166667,0.13444570815,TRUE
"DMR_164","chr3",140769274,140771786,"GSE48472",23,0.121093343992236,0.150792315608696,0.139018481456522,TRUE
"DMR_165","chr6",166421992,166422741,"GSE48472",6,0.129936807622024,0.271992436,0.179162232888889,TRUE
"DMR_166","chr9",133534961,133542125,"GSE48472",17,0.148942413841387,0.199903968470588,0.190361886098039,TRUE
"DMR_167","chr9",841067,843748,"GSE48472",10,0.144761154007143,0.2122699189,0.19504905352,TRUE
"DMR_168","chr18",5894665,5896267,"GSE48472",9,0.141058758753968,0.188833076888889,0.160610939133333,TRUE
"DMR_169","chr19",52900882,52901639,"GSE48472",12,0.116318718755952,0.18710596625,0.14164935975,TRUE
"DMR_170","chr20",24448346,24452131,"GSE48472",21,0.176940874352041,0.239813503142857,0.211367244444444,FALSE
"DMR_171","chr12",133484026,133485856,"GSE48472",8,0.104408802787946,0.150212843,0.136455178975,TRUE
"DMR_172","chr8",70980488,70984917,"GSE48472",23,0.270621327448758,0.48087029526087,0.408905858913043,FALSE
"DMR_173","chr7",43151168,43153950,"GSE48472",16,0.181430227310268,0.2380231675625,0.211685946272727,FALSE
"DMR_174","chr11",503270,504937,"GSE48472",8,0.29600102446875,0.60568128525,0.56099341159375,FALSE
"DMR_175","chr5",1930801,1932098,"GSE48472",8,0.10347692321875,0.146624146875,0.132598627916667,TRUE
"DMR_176","chr20",8111582,8113630,"GSE48472",7,0.0910372088367347,0.114236661285714,0.103829729885714,TRUE
"DMR_177","chr10",57389301,57391427,"GSE48472",11,0.205412407702922,0.294006688090909,0.276397303381818,FALSE
"DMR_178","chr11",24518149,24518726,"GSE48472",9,0.13605174575,0.250770093222222,0.172910554555556,TRUE
"DMR_179","chr12",5018229,5021871,"GSE48472",23,0.243460037731366,0.264972948173913,0.257819547530435,FALSE
"DMR_180","chr8",104510754,104514118,"GSE48472",15,0.115698803036905,0.1666887474,0.144995329933333,TRUE
"DMR_181","chr7",27140797,27148002,"GSE48472",47,0.47066908212386,0.624918912340426,0.597246921270793,FALSE
"DMR_182","chr16",22824489,22826243,"GSE48472",13,0.173110139473901,0.280447287692308,0.205959830307692,FALSE
"DMR_183","chr4",82135607,82136940,"GSE48472",8,0.116681001191964,0.1738876955,0.16428120275,TRUE
"DMR_184","chr6",73329475,73333620,"GSE48472",18,0.148151810369048,0.334242505666667,0.284507980633333,FALSE
"DMR_185","chr10",91294781,91296457,"GSE48472",17,0.261792451612395,0.309840923529412,0.292623687694118,FALSE
"DMR_186","chr14",63511872,63513359,"GSE48472",6,0.144145310092262,0.230153759833333,0.165630511606061,TRUE
"DMR_187","chr14",97684259,97686001,"GSE48472",12,0.177176132928571,0.212415307916667,0.193498092366667,TRUE
"DMR_188","chr20",21491952,21498921,"GSE48472",24,0.165100582702381,0.345287689916667,0.299463033895833,FALSE
"DMR_189","chr19",15580010,15580721,"GSE48472",7,0.254891901201531,0.529271673428571,0.494944472714286,FALSE
"DMR_190","chr3",129692836,129694665,"GSE48472",13,0.250862503443681,0.310494704692308,0.301303711564103,FALSE
"DMR_191","chr3",24869928,24872319,"GSE48472",9,0.216770617013889,0.271350898111111,0.24245230537037,FALSE
"DMR_192","chr16",56223970,56228901,"GSE48472",27,0.126221658679894,0.163469893481481,0.150940196355556,TRUE
"DMR_193","chr6",80656586,80658030,"GSE48472",14,0.109765884066327,0.183322794428571,0.165136465771429,TRUE
"DMR_194","chr3",68056706,68057572,"GSE48472",6,0.204856255300595,0.288152490833333,0.2710527964,FALSE
"DMR_195","chr2",185462269,185463803,"GSE48472",14,0.120884495689462,0.210986422357143,0.170365082614286,TRUE
"DMR_196","chr2",210636188,210636844,"GSE48472",8,0.105578648546875,0.193553522625,0.1522089133,TRUE
"DMR_197","chr4",111549880,111555503,"GSE48472",23,0.228638810306677,0.534161932608696,0.45868847442029,FALSE
"DMR_198","chr8",72752888,72758701,"GSE48472",28,0.24673470493176,0.353576188,0.336667614767857,FALSE
"DMR_199","chr7",155241490,155244727,"GSE48472",12,0.139000692761905,0.214184879666667,0.15572433835,TRUE
"DMR_200","chr12",106978920,106981513,"GSE48472",13,0.166149984821429,0.410809759076923,0.361475938679487,FALSE
"DMR_201","chr4",107955762,107958805,"GSE48472",13,0.12730505617033,0.199973225615385,0.167419218784615,TRUE
"DMR_202","chr8",54789207,54795315,"GSE48472",23,0.139558264506988,0.191356130695652,0.171038821834783,TRUE
"DMR_203","chr16",3233068,3234346,"GSE48472",6,0.15365735652381,0.215176333666667,0.184388535,TRUE
"DMR_204","chr13",112758379,112763963,"GSE48472",23,0.244179356616389,0.471967723,0.39870397706087,FALSE
"DMR_205","chr1",4714008,4716554,"GSE48472",14,0.0983356245803571,0.152225395357143,0.113156811,TRUE
"DMR_206","chr1",14923736,14926521,"GSE48472",14,0.235805452405612,0.2748643355,0.263179037028571,FALSE
"DMR_207","chr11",94500612,94502879,"GSE48472",20,0.16704489351875,0.23476217275,0.203154075040909,FALSE
"DMR_208","chr3",44063315,44063832,"GSE48472",6,0.144705024377976,0.348540551333333,0.307555917666667,FALSE
"DMR_209","chr10",26503187,26507383,"GSE48472",20,0.144917411253571,0.1945337169,0.17341999047,TRUE
"DMR_210","chr20",21487412,21490665,"GSE48472",8,0.277399673729911,0.43714133925,0.3838331565625,FALSE
"DMR_211","chr7",21582064,21584483,"GSE48472",12,0.233853407677083,0.274872732333333,0.254614019090909,FALSE
"DMR_212","chr14",23834477,23836047,"GSE48472",12,0.215233192331845,0.40084166,0.351835270270833,FALSE
"DMR_213","chr14",57282784,57284528,"GSE48472",8,0.137991668327168,0.179787329625,0.1601483685,TRUE
"DMR_214","chr1",119526060,119532925,"GSE48472",46,0.286742694108696,0.461833536282609,0.436915412253623,FALSE
"DMR_215","chr10",106398816,106402908,"GSE48472",22,0.107414846249188,0.156290014454545,0.129320809909091,TRUE
"DMR_216","chr19",56879036,56880388,"GSE48472",14,0.227173486992347,0.318097812571429,0.262537863097403,FALSE
"DMR_217","chr13",96204265,96206104,"GSE48472",16,0.199712249175223,0.320958242,0.2799796681375,FALSE
"DMR_218","chr11",69631981,69635508,"GSE48472",25,0.122523849847857,0.15596958728,0.141121834288,TRUE
"DMR_219","chr3",154796045,154798648,"GSE48472",17,0.118518827934874,0.173865476764706,0.158497289,TRUE
"DMR_220","chr7",137531173,137533035,"GSE48472",8,0.224061041638393,0.270705744625,0.2509366486,FALSE
"DMR_221","chr14",48143434,48145588,"GSE48472",8,0.111016299872768,0.197379977375,0.132602537916667,TRUE
"DMR_222","chr14",57263369,57266029,"GSE48472",13,0.257631421826923,0.406483121769231,0.370127559723077,FALSE
"DMR_223","chr10",50816058,50818911,"GSE48472",16,0.160502906154018,0.209026550125,0.182253505721591,TRUE
"DMR_224","chr7",19145530,19148187,"GSE48472",12,0.16996832226921,0.270311523416667,0.229422694316667,FALSE
"DMR_225","chr12",41085286,41087584,"GSE48472",17,0.194546827677521,0.266225511823529,0.238264495336898,FALSE
"DMR_226","chr16",10274064,10277505,"GSE48472",24,0.135360108255952,0.189331486625,0.165313528916667,TRUE
"DMR_227","chr7",19812327,19813525,"GSE48472",16,0.193858692941964,0.2449603698125,0.2064018350125,FALSE
"DMR_228","chr5",1878499,1888218,"GSE48472",37,0.213183863434363,0.360280473189189,0.319408317859459,FALSE
"DMR_229","chr3",179754239,179755696,"GSE48472",12,0.090357580110119,0.15211372925,0.128238980983333,TRUE
"DMR_230","chr20",37351841,37358077,"GSE48472",24,0.139432586267048,0.169901357913043,0.152163268833333,TRUE
"DMR_231","chr21",27010160,27012878,"GSE48472",15,0.186986724830952,0.224085352666667,0.196799544466667,TRUE
"DMR_232","chr20",2780114,2782348,"GSE48472",14,0.14838474216199,0.220187548571429,0.208795023971429,FALSE
"DMR_233","chr11",15135329,15136688,"GSE48472",11,0.287508662470779,0.420892662,0.366339399522727,FALSE
"DMR_234","chr16",3354260,3356149,"GSE48472",8,0.165005358254464,0.203039122625,0.183900406625,TRUE
