SHAP_rank,Feature,mean_abs_SHAP,TCGA_mean_Normal,TCGA_mean_Tumor,TCGA_deltaBeta,TCGA_wilcox_p,TCGA_FDR,discovery_deltaBeta,validation_mean_deltaBeta,legacy_discovery_deltaBeta,discovery_no_cpgs,discovery_coord,chr,start,end,mean_SHAP,coordinate_key,DMR_id,tested_datasets,validated_datasets_p005,validated_datasets_FDR005,max_deltaBeta,min_p.value,fisher_p.value,meta_FDR,validated_any_p005,validated_at_least2_p005,validated_any_FDR005,n_background_datasets,n_background_pass,min_nCpG_background,max_nCpG_background,max_beta_across_background,mean_beta_across_background,background_pass_all,nCpG_GSE196696,meanBeta_GSE196696,medianBeta_GSE196696,maxSampleBeta_GSE196696,p95Beta_GSE196696,max_group_mean_beta_GSE196696,propSamples_beta_gt_0.20_GSE196696,GSE196696_pass,score_SHAP,score_discovery_delta,priority_score,priority_rank
59,DMR_102,0.00137296835589377,0.0813977243454328,0.347714313592708,0.266316589247276,2.02192848390086e-26,1.3083066660535e-25,0.265471117767985,0.221284198966765,0.221284198966765,12,chr11:65600773-65601427,chr11,65600773,65601427,-0.00000797968306947721,chr11:65600773-65601427,chr11:65600773-65601427,5,4,4,0.31066909375,9.8583786283235e-36,1.07182109833044e-89,1.50287958352855e-89,TRUE,TRUE,TRUE,2,2,12,12,0.0995949747833333,0.0503984426689399,TRUE,12,0.0423845080578824,0.0412259617836337,0.110319124362788,0.0548568243634331,0.0423845080578824,0,TRUE,0.336599732993439,0.424859255314962,0.371903541922048,42
24,DMR_209,0.00167113688015961,0.268397013102271,0.541185126205114,0.272788113102843,0.00000000000000000000000533404758865158,0.00000000000000000000000850355412683586,0.23135338511522,0.196432200312338,0.196432200312338,25,chr10:26503187-26507383,chr10,26503187,26507383,0.0000536637689370695,chr10:26503187-26507383,chr10:26503187-26507383,5,3,3,0.228742335426047,2.91422987564007e-38,2.61446194337335e-108,7.12532938088371e-108,TRUE,TRUE,TRUE,2,2,20,24,0.17341999047,0.110244729941087,TRUE,25,0.0998521412629462,0.0990772026282733,0.134307682702421,0.118694940938953,0.0998521412629462,0,TRUE,0.482567507503225,0.197039996060956,0.368356502926318,43
39,DMR_15,0.00160673960277304,0.132229724351077,0.466821755179126,0.33459203082805,0.0000000000000000000590107137066562,0.0000000000000000000697976183627116,0.2374576153474,0.277553432842743,0.277553432842743,15,chr19:37406260-37408110,chr19,37406260,37408110,-0.00000231327927970555,chr19:37406260-37408110,chr19:37406260-37408110,5,4,4,0.316020339416681,2.44975705293434e-41,5.62006166597548e-118,2.55878101733237e-117,TRUE,TRUE,TRUE,2,2,14,14,0.193301572454863,0.139130782522664,TRUE,15,0.187846682404014,0.188308817342814,0.208690414970753,0.200183933348669,0.187846682404014,0.0543859649122807,TRUE,0.451041955677286,0.237800653399024,0.365745434765981,44
41,DMR_187,0.00159059640699723,0.239270712902009,0.518920897930966,0.279650185028957,0.0000000000000000000000230096652179302,0.0000000000000000000000328709503113288,0.237153968401318,0.206396682040259,0.206396682040259,11,chr14:97684259-97686001,chr14,97684259,97686001,-0.0000338434120445571,chr14:97684259-97686001,chr14:97684259-97686001,5,3,3,0.26059,3.70508500092795e-41,9.36102295402436e-102,1.86737932124094e-101,TRUE,TRUE,TRUE,2,2,11,12,0.193498092366667,0.158436300983463,TRUE,11,0.168493731569829,0.168274634543573,0.203068215569647,0.184814562027994,0.168493731569829,0.00350877192982456,TRUE,0.4431390881071,0.235773067831273,0.360192679996769,45
92,DMR_48,0.00108029700528802,0.145477542081614,0.468041256867253,0.322563714785639,2.90613096538945e-25,7.79693673641071e-25,0.288693013410858,0.240957848798526,0.240957848798526,12,chr8:16884197-16885270,chr8,16884197,16885270,-0.0000768547884931871,chr8:16884197-16885270,chr8:16884197-16885270,5,4,4,0.292419830729167,1.01929008198215e-40,1.50021007978681e-109,4.36527293892854e-109,TRUE,TRUE,TRUE,2,2,8,11,0.0900286558333333,0.0513803407737594,TRUE,12,0.0429870184502428,0.042254916464029,0.0846982407254404,0.059999528692303,0.0429870184502428,0,TRUE,0.193323088297684,0.579922169890102,0.347962720934652,46
49,DMR_195,0.00149603890922739,0.157892446543003,0.403538987885454,0.24564654134245,0.00000000000000000000718328686479588,0.00000000000000000000868309401239062,0.240531554197863,0.202462897873407,0.202462897873407,16,chr2:185462269-185463803,chr2,185462269,185463803,-0.0000262843574070649,chr2:185462269-185463803,chr2:185462269-185463803,5,3,3,0.264644844789357,1.66404084257876e-27,4.71278088406473e-78,5.52680667313046e-78,TRUE,TRUE,TRUE,2,2,14,14,0.170365082614286,0.0833336726422452,TRUE,16,0.0597166285179293,0.0568232951365248,0.144060335353056,0.0904785536308133,0.0597166285179293,0,TRUE,0.396848663768505,0.258326708838638,0.341439881796558,47
65,DMR_183,0.00131614525893411,0.0885026303703735,0.364981728865698,0.276479098495324,0.00000000000000000193043672006843,0.00000000000000000212348039207528,0.258811418226203,0.208541737670221,0.208541737670221,13,chr4:82135607-82136940,chr4,82135607,82136940,0.0000650205463826049,chr4:82135607-82136940,chr4:82135607-82136940,5,3,3,0.283261785714286,3.87270276921303e-33,4.6745193156831e-85,6.07060058781664e-85,TRUE,TRUE,TRUE,2,2,8,13,0.16428120275,0.0816146221615675,TRUE,13,0.0471927047257079,0.0465772196741602,0.0956058931770779,0.0647371086672353,0.0471927047257079,0,TRUE,0.308782105279788,0.380389482604552,0.337425056209693,48
58,DMR_142,0.00138565197233176,0.283593293901703,0.559113177744718,0.275519883843015,7.48328932444732e-26,2.83848905410071e-25,0.249980833801557,0.203485448156812,0.203485448156812,8,chr8:55379034-55380663,chr8,55379034,55380663,0.0000303806399709487,chr8:55379034-55380663,chr8:55379034-55380663,5,4,4,0.23046638313855,2.22016776931974e-46,5.51631682263329e-116,2.2008398044939e-115,TRUE,TRUE,TRUE,2,2,8,9,0.170193313666667,0.124667187156106,TRUE,8,0.0910140206392232,0.0905304803697729,0.14658865083374,0.116193682136932,0.0910140206392232,0,TRUE,0.342808970768444,0.321423747018375,0.334254881268416,49
45,DMR_122,0.00155817414455688,0.213237947413182,0.531665641936077,0.318427694522895,5.51633947177595e-25,0.00000000000000000000000121359468379071,0.23087618759036,0.214340487860359,0.214340487860359,21,chr2:154727485-154730326,chr2,154727485,154730326,0.0000630552881204442,chr2:154727485-154730326,chr2:154727485-154730326,5,4,4,0.255914901942477,1.24965036013199e-40,1.96217112345035e-105,4.71652313525022e-105,TRUE,TRUE,TRUE,2,2,17,21,0.189869560171232,0.142373602824273,TRUE,21,0.15278377591532,0.151857741529699,0.233586094724323,0.17584948418436,0.15278377591532,0.00526315789473684,TRUE,0.427266837658655,0.193853536171083,0.333901517063626,50
62,DMR_26,0.00135175281840979,0.0984230798508448,0.427199422406725,0.32877634255588,1.04213464340224e-25,3.47378214467415e-25,0.251038387789027,0.25819910012105,0.25819910012105,10,chr7:98466938-98468586,chr7,98466938,98468586,0.0000107923435267616,chr7:98466938-98468586,chr7:98466938-98468586,5,4,4,0.337137795138889,8.63978304696934e-43,2.13338182424282e-117,9.17354184424411e-117,TRUE,TRUE,TRUE,2,2,6,10,0.143617014136855,0.111358028351747,TRUE,10,0.135817573931142,0.135734206975868,0.160954716338305,0.148524336356282,0.135817573931142,0,TRUE,0.326213711198583,0.328485504858458,0.327122428662533,51
35,DMR_223,0.00161786219136498,0.273738599751443,0.525026003036436,0.251287403284993,4.34656842793353e-25,0.00000000000000000000000103939679798411,0.218354052967268,0.189500608967548,0.189500608967548,16,chr10:50816058-50818911,chr10,50816058,50818911,0.0000802945819602636,chr10:50816058-50818911,chr10:50816058-50818911,5,3,3,0.212896394586105,3.7595613330065e-39,4.10972035510914e-111,1.25233210821042e-110,TRUE,TRUE,TRUE,2,2,15,16,0.182253505721591,0.135282449113775,TRUE,16,0.127987181696283,0.127607612543027,0.166401375072413,0.147564649407639,0.127987181696283,0,TRUE,0.456486995550459,0.110237679773294,0.317987269239593,52
96,DMR_35,0.00106671993669597,0.138299915679037,0.438877385840576,0.300577470161539,0.0000000000000000313620507622354,0.0000000000000000331713998446721,0.278593109935573,0.248791049262963,0.248791049262963,6,chr19:36909326-36910116,chr19,36909326,36910116,-0.0000227740270947496,chr19:36909326-36910116,chr19:36909326-36910116,5,4,4,0.293751805555556,4.83252791930037e-44,2.80835473042795e-105,6.62703219924156e-105,TRUE,TRUE,TRUE,2,2,6,7,0.1945418632,0.0992408370619039,TRUE,6,0.100128022784842,0.0990105229267181,0.164394708284806,0.12646568701562,0.100128022784842,0,TRUE,0.186676462898079,0.512480627050944,0.316998128559225,53
43,DMR_213,0.00158593851576312,0.18525685463387,0.461388921364193,0.276132066730323,0.00000000000000000000000209097148949687,0.00000000000000000000000396563558352855,0.219941326039742,0.195062399161886,0.195062399161886,8,chr14:57282784-57284528,chr14,57282784,57284528,0.000052113903980073,chr14:57282784-57284528,chr14:57282784-57284528,5,3,3,0.257042217261905,1.27551427093239e-36,3.49657836091814e-94,5.56862479701777e-94,TRUE,TRUE,TRUE,2,2,7,8,0.1601483685,0.111227080343946,TRUE,8,0.105488815593402,0.102818978279939,0.198286726118597,0.14023504238585,0.105488815593402,0,TRUE,0.440858827241114,0.120836607295389,0.312849939262824,54
29,DMR_120,0.00163963670600523,0.271956073059884,0.547989274094211,0.276033201034327,1.35442527026689e-26,1.24155649774465e-25,0.21400589064631,0.21490479323329,0.21490479323329,25,chr11:20689672-20693928,chr11,20689672,20693928,-0.0000700746189492012,chr11:20689672-20693928,chr11:20689672-20693928,5,4,4,0.257266907730945,8.17225751718199e-48,7.24746190951148e-130,7.94258532676854e-129,TRUE,TRUE,TRUE,2,2,20,23,0.189823371004592,0.124934751733274,TRUE,25,0.1005761725936,0.0999278614896922,0.141140432079857,0.120779403496979,0.1005761725936,0,TRUE,0.467146663437583,0.0812030680903121,0.312769225298675,55
80,DMR_163,0.00119483081325467,0.138244963123725,0.384704900974976,0.246459937851251,0.0000000000000572877782028489,0.000000000000057813354149664,0.26204505335035,0.217962076988089,0.217962076988089,12,chr13:96296144-96297326,chr13,96296144,96297326,0.00000117138006660724,chr13:96296144-96297326,chr13:96296144-96297326,5,3,3,0.27082561395552,1.55076059754111e-26,6.9999679213149e-72,7.76214207893658e-72,TRUE,TRUE,TRUE,2,2,12,12,0.13444570815,0.0835300759820128,TRUE,12,0.0976809675991312,0.0977006707060652,0.142691228492717,0.1195084560156,0.0976809675991312,0,TRUE,0.249392873316701,0.401981901015779,0.310428484396333,56
75,DMR_145,0.00123275175690077,0.310841314248245,0.597250120151156,0.286408805902911,0.0000000000000000000000134949444338305,0.0000000000000000000000195321564173862,0.253993269436092,0.202117306136216,0.202117306136216,7,chr19:53757677-53758609,chr19,53757677,53758609,-0.0000162223266435993,chr19:53757677-53758609,chr19:53757677-53758609,5,4,4,0.230506297416159,2.6760012869633e-38,2.17961796892933e-96,3.71591257257995e-96,TRUE,TRUE,TRUE,2,2,7,7,0.159091902646728,0.0901971168468831,TRUE,7,0.088637779983212,0.0856421583352052,0.16372000579115,0.122652005958619,0.088637779983212,0,TRUE,0.267956991594985,0.348216562454487,0.300060819938786,57
88,DMR_116,0.00112312758443196,0.264392957196208,0.54157324580596,0.277180288609752,0.000000000000000000000129392312732256,0.00000000000000000000016944231429224,0.265748866266515,0.216312237285097,0.216312237285097,14,chr17:6616351-6617470,chr17,6616351,6617470,-0.0000163412673116477,chr17:6616351-6617470,chr17:6616351-6617470,5,4,4,0.24544865808793,1.10227478564103e-38,1.41494331865143e-100,2.72429385232888e-100,TRUE,TRUE,TRUE,2,2,11,14,0.167844482548262,0.119679868279337,TRUE,14,0.113036673480496,0.112913341961479,0.149232219844997,0.131312381642043,0.113036673480496,0,TRUE,0.214290708317267,0.426713905441863,0.299259987167105,58
51,DMR_23,0.0014856471807268,0.207160919377604,0.542626853547674,0.33546593417007,1.07261003176309e-26,1.24155649774465e-25,0.225113698258465,0.261172278422197,0.261172278422197,19,chr12:72665282-72668470,chr12,72665282,72668470,0.0000112061736340571,chr12:72665282-72668470,chr12:72665282-72668470,5,4,4,0.301773811486152,5.04423866303541e-47,3.81040921133078e-127,3.35142810178412e-126,TRUE,TRUE,TRUE,2,2,17,18,0.195438087191984,0.117120677956632,TRUE,19,0.142700888019827,0.142568529341166,0.184350753321467,0.160193894671699,0.142700888019827,0,TRUE,0.391761414917288,0.155374834657926,0.297206782813543,59
67,DMR_166,0.00128660970500421,0.20177931449464,0.478950126348551,0.277170811853912,0.0000000000000000000000027784998160641,0.00000000000000000000000499081904358709,0.246894113746048,0.216262561586805,0.216262561586805,18,chr9:133534961-133542125,chr9,133534961,133542125,-0.0000405441511067877,chr9:133534961-133542125,chr9:133534961-133542125,5,3,3,0.276406403186275,1.96053821307326e-41,6.33748214711367e-107,1.65716593981959e-106,TRUE,TRUE,TRUE,2,2,17,18,0.190361886098039,0.111577378236423,TRUE,18,0.0916761257682399,0.0910072706163799,0.127781464979357,0.107607940207321,0.0916761257682399,0,TRUE,0.294323036916767,0.300812345794045,0.296918760467678,60
66,DMR_22,0.0013053498050551,0.156608598322526,0.464429410901971,0.307820812579445,0.000000000000000000000714633342665531,0.000000000000000000000883254693182117,0.243514635349678,0.262014026075075,0.262014026075075,14,chr19:56904442-56905587,chr19,56904442,56905587,0.0000236733059774149,chr19:56904442-56905587,chr19:56904442-56905587,5,4,4,0.295750249445676,1.1367483094708e-50,2.19571989286603e-131,2.83247866179719e-130,TRUE,TRUE,TRUE,2,2,12,13,0.176098219118249,0.129734331586066,TRUE,14,0.167796941732957,0.168033352148571,0.203277624444466,0.186624703447912,0.167796941732957,0.00526315789473684,TRUE,0.303497213517918,0.278246067056776,0.293396754933461,61
70,DMR_215,0.0012602469216883,0.257856140048506,0.522164409118943,0.264308269070437,3.73817372936905e-25,9.13775800512435e-25,0.248333384009384,0.194267041680735,0.194267041680735,22,chr10:106398816-106402908,chr10,106398816,106402908,-0.0000284211886976309,chr10:106398816-106402908,chr10:106398816-106402908,5,3,3,0.222266591317035,8.60438337437951e-39,7.34930651327376e-104,1.6068822715463e-103,TRUE,TRUE,TRUE,2,2,21,22,0.149546395679343,0.0932305362909922,TRUE,22,0.0977423355598539,0.0973956422903256,0.13481949727459,0.116065852763095,0.0977423355598539,0,TRUE,0.281417191740851,0.310422992802646,0.293019512165569,62
74,DMR_123,0.0012340047557537,0.186427056738712,0.465600379695039,0.279173322956327,0.0000000000000000000596710144757115,0.0000000000000000000698277828971092,0.251088764483576,0.213977879642294,0.213977879642294,18,chr6:85471973-85474803,chr6,85471973,85474803,0.00000450198015994073,chr6:85471973-85474803,chr6:85471973-85474803,5,4,4,0.253803835518741,3.66340580440003e-33,2.58877817220613e-93,4.03974658324102e-93,TRUE,TRUE,TRUE,2,2,17,18,0.1789988694,0.119175607234099,TRUE,18,0.0883840673881724,0.087604025367232,0.148025098222783,0.107197642644233,0.0883840673881724,0,TRUE,0.268570394550497,0.328821892430066,0.292670993702324,63
83,DMR_175,0.00118227754510174,0.131850528796207,0.45793820745691,0.326087678660702,0.0000000000000000000000235730229664313,0.0000000000000000000000332440067475314,0.256341011588992,0.21086117011816,0.21086117011816,7,chr5:1930801-1932098,chr5,1930801,1932098,0.0000918164205528942,chr5:1930801-1932098,chr5:1930801-1932098,4,3,3,0.262926847832916,2.19150752838421e-27,9.83078261218974e-66,1.05975288883494e-65,TRUE,TRUE,TRUE,2,2,7,8,0.132598627916667,0.0923794212533493,TRUE,7,0.0847135045398851,0.083761068928445,0.143645910391375,0.107485099049254,0.0847135045398851,0,TRUE,0.243247447270745,0.36389347989905,0.291505860322067,64
46,DMR_178,0.0015266109239992,0.129675712516391,0.4198767646284,0.290201052112009,0.0000000000000000000753535264012719,0.0000000000000000000872514516225253,0.218317387349477,0.210149450474841,0.210149450474841,12,chr11:24518149-24518726,chr11,24518149,24518726,0.00000136205198072912,chr11:24518149-24518726,chr11:24518149-24518726,5,3,3,0.245189942305852,7.14427920678457e-32,3.95067545617194e-87,5.32721742696356e-87,TRUE,TRUE,TRUE,2,2,9,12,0.172910554555556,0.100928023225633,TRUE,12,0.0893789410114143,0.0875439248095181,0.171021179569975,0.121865989187215,0.0893789410114143,0,TRUE,0.41181512935876,0.10999284715296,0.29108621647644,65
48,DMR_199,0.00149641844813046,0.184978103895923,0.446296858408901,0.261318754512978,3.46642925209075e-25,8.86760971465076e-25,0.220244063538062,0.200965427849634,0.200965427849634,13,chr7:155241490-155244727,chr7,155241490,155244727,0.0000600767541474202,chr7:155241490-155244727,chr7:155241490-155244727,5,3,3,0.257855533854167,2.21648985343537e-38,5.81588865321256e-105,1.33180408804335e-104,TRUE,TRUE,TRUE,2,2,12,13,0.15572433835,0.100940057016877,TRUE,13,0.0813620211664334,0.0805139855987355,0.130591841005449,0.105496359049573,0.0813620211664334,0,TRUE,0.397034466240976,0.12285812007637,0.287363927775134,66
52,DMR_169,0.00146792247582308,0.150206625783704,0.444272944572466,0.294066318788762,0.000000000000000421231499284569,0.000000000000000433041728236473,0.222545003928997,0.215359432054197,0.215359432054197,12,chr19:52900882-52901639,chr19,52900882,52901639,-0.000015596090541753,chr19:52900882-52901639,chr19:52900882-52901639,5,3,3,0.271014147727273,7.42970473961823e-30,1.46550721001378e-79,1.74508089315487e-79,TRUE,TRUE,TRUE,2,2,12,12,0.14164935975,0.0813196129820458,TRUE,12,0.0813760489484734,0.0809248231156464,0.141030494955496,0.104191042224399,0.0813760489484734,0,TRUE,0.383084322876773,0.138222521362514,0.285139602271069,67
40,DMR_70,0.00159727255527681,0.15651086777673,0.444177124529579,0.287666256752849,0.0000000000000000045123801751915,0.00000000000000000491447345812936,0.20767419410814,0.230930027451516,0.230930027451516,18,chr2:70994758-70996021,chr2,70994758,70996021,0.0000287080014476826,chr2:70994758-70996021,chr2:70994758-70996021,5,4,4,0.306183315972222,3.43076107255801e-38,7.69653990934034e-97,1.34169411933095e-96,TRUE,TRUE,TRUE,2,2,14,18,0.194155884178571,0.163895378159981,TRUE,18,0.18222089950335,0.181003017773827,0.222559879684587,0.206454816380797,0.18222089950335,0.0894736842105263,TRUE,0.446407382468708,0.0389235171650503,0.283413836347245,68
73,DMR_81,0.00124363507201507,0.171895049850307,0.47121827276613,0.299323222915823,0.00000000000000000000000602980941424057,0.00000000000000000000000947541479380661,0.246215695033716,0.226724682519003,0.226724682519003,15,chr5:178770629-178773708,chr5,178770629,178773708,-0.0000351330708176142,chr5:178770629-178773708,chr5:178770629-178773708,5,4,4,0.268374727564103,5.08725008949593e-42,1.33087428871346e-112,4.4667879012611e-112,TRUE,TRUE,TRUE,2,2,14,14,0.170689711437009,0.141775056618981,TRUE,15,0.143047656007712,0.142955541666046,0.178964605348941,0.160184465963998,0.143047656007712,0,TRUE,0.273284895639967,0.296282242633893,0.282483834437538,69
33,DMR_108,0.00161986653200769,0.163741552110006,0.446291244841525,0.28254969273152,1.27710370669413e-25,3.90226132600984e-25,0.204735436721774,0.219152609328831,0.219152609328831,9,chr2:137521943-137523892,chr2,137521943,137523892,-0.0000530871931084306,chr2:137521943-137523892,chr2:137521943-137523892,5,4,4,0.255235402554306,6.23138685089322e-43,8.29886079899356e-112,2.67638260767542e-111,TRUE,TRUE,TRUE,2,2,8,9,0.133706139750977,0.0976377002678945,TRUE,9,0.106594377240306,0.106942881030545,0.161708955351821,0.126565412025461,0.106594377240306,0,TRUE,0.457468216300359,0.0193001284216344,0.282200981148869,70
79,DMR_68,0.00119965773273435,0.12056640386996,0.437227855682382,0.316661451812422,1.92019983035993e-26,1.3083066660535e-25,0.248275677146955,0.231467875593053,0.231467875593053,21,chr13:88323266-88326918,chr13,88323266,88326918,-0.0000315763423443238,chr13:88323266-88326918,chr13:88323266-88326918,5,4,4,0.275222420596547,5.0836365015386e-45,3.48791434478317e-118,1.60693196598939e-117,TRUE,TRUE,TRUE,2,2,20,21,0.10822343275,0.0714881260074106,TRUE,21,0.057296695343229,0.0569330097582925,0.0991375509709735,0.0718699206144565,0.057296695343229,0,TRUE,0.251755881605123,0.310037658443348,0.275068592340413,71
72,DMR_103,0.00124754486959351,0.193208846939305,0.493075830641511,0.299866983702205,0.00000000000000000000000449166083697916,0.00000000000000000000000726592194217217,0.242775347938437,0.220962485659266,0.220962485659266,16,chr7:145812625-145814306,chr7,145812625,145814306,-0.0000774715951477681,chr7:145812625-145814306,chr7:145812625-145814306,5,4,4,0.27948725,1.92103198212776e-38,3.7225098475385e-102,7.58216479472315e-102,TRUE,TRUE,TRUE,2,2,15,17,0.165126104986475,0.107987555302261,TRUE,16,0.110281365663314,0.109451721905725,0.201441942850745,0.13661653380435,0.110281365663314,0.00175438596491228,TRUE,0.275198928828795,0.273309516550361,0.274443163917421,72
102,DMR_69,0.000999079251597142,0.179827925262186,0.461776280532251,0.281948355270065,0.00000000000000000000000209097148949687,0.00000000000000000000000396563558352855,0.269212022894445,0.231382471720813,0.231382471720813,26,chr15:79381747-79383980,chr15,79381747,79383980,-0.0000561779051550053,chr15:79381747-79383980,chr15:79381747-79383980,5,4,4,0.281721661458333,3.17877290523535e-39,9.15980406670662e-102,1.83670682581112e-101,TRUE,TRUE,TRUE,2,2,24,26,0.124696299725,0.0722562196558772,TRUE,26,0.0676794094616279,0.067206383009793,0.0926870850067327,0.0818770084858907,0.0676794094616279,0,TRUE,0.153563107642008,0.449838940909063,0.27207344094883,73
54,DMR_164,0.00140601650939846,0.140806070362361,0.42316020285967,0.282354132497309,0.0000000000000000000000269245331523875,0.0000000000000000000000374898562881345,0.224205208816232,0.216856208285013,0.216856208285013,21,chr3:140769274-140771786,chr3,140769274,140771786,-0.0000527311267059788,chr3:140769274-140771786,chr3:140769274-140771786,5,3,3,0.277367411458333,5.67684979277036e-36,3.41013481531608e-95,5.59204310816662e-95,TRUE,TRUE,TRUE,2,2,20,23,0.139018481456522,0.100442016775087,TRUE,21,0.0793310936726884,0.0778146907904338,0.119730005009148,0.0983249754702023,0.0793310936726884,0,TRUE,0.352778387097239,0.149308447014994,0.271390411064341,74
82,DMR_221,0.00118568819491816,0.290139876122747,0.547363219171249,0.257223343048502,1.19852972933188e-25,3.76680772075733e-25,0.24460069930485,0.190354583309273,0.190354583309273,14,chr14:48143434-48145588,chr14,48143434,48145588,-0.0000523759781803037,chr14:48143434-48145588,chr14:48143434-48145588,5,3,3,0.237836515947504,1.09637012347823e-39,9.24396645184781e-97,1.604221980657e-96,TRUE,TRUE,TRUE,2,2,8,14,0.184296327941076,0.0945560973065057,TRUE,14,0.0704607971367243,0.0688243615958191,0.155909162673087,0.0954710692042436,0.0704607971367243,0,TRUE,0.244917123721538,0.285498198618037,0.261149553680138,75
60,DMR_176,0.00136162125938872,0.147357157037986,0.425608918254212,0.278251761216226,0.0000000000000000017914347525211,0.00000000000000000199048305835678,0.222772179728487,0.210802609922697,0.210802609922697,15,chr20:8111582-8113630,chr20,8111582,8113630,-0.0000244890755654547,chr20:8111582-8113630,chr20:8111582-8113630,5,3,3,0.283060550595238,2.6004089032494e-32,2.95824176552382e-75,3.34748410309274e-75,TRUE,TRUE,TRUE,2,2,7,15,0.184438641157942,0.124664068003028,TRUE,15,0.162707706770065,0.16248777048605,0.204493401930161,0.174275769931127,0.162707706770065,0.00175438596491228,TRUE,0.331044785743159,0.139739475108737,0.25452266148939,76
110,DMR_12,0.000685395732470634,0.11042901977682,0.477551332104789,0.367122312327969,0.000000000000000000000279398691814415,0.000000000000000000000357370419762624,0.297004769705727,0.280338999267705,0.280338999267705,25,chr20:61049777-61051802,chr20,61049777,61051802,0.0000153531519868306,chr20:61049777-61051802,chr20:61049777-61051802,5,4,4,0.32838609375,5.43221269254557e-44,7.44133899218177e-109,2.07179725897435e-108,TRUE,TRUE,TRUE,2,2,24,25,0.13149025514,0.0902361329365093,TRUE,25,0.0731549976441895,0.0723759719744374,0.104261297586079,0.0908420831535529,0.0731549976441895,0,TRUE,0,0.635423459541113,0.254169383816445,77
68,DMR_167,0.00127430902308685,0.143064197496353,0.444349555172032,0.301285357675679,1.79835271851694e-25,5.20575786939113e-25,0.231461969577233,0.216260771145933,0.216260771145933,12,chr9:841067-843748,chr9,841067,843748,0.00000605619807102888,chr9:841067-843748,chr9:841067-843748,5,3,3,0.276589049479167,1.26825133928601e-34,1.08348997277954e-93,1.71634769933322e-93,TRUE,TRUE,TRUE,2,2,10,11,0.19504905352,0.114534605087973,TRUE,12,0.10119339096029,0.100200377351682,0.14683657254209,0.124485248408258,0.10119339096029,0,TRUE,0.288301263931672,0.19776506275733,0.252086783461935,78
55,DMR_61,0.00140537937064939,0.120005801194222,0.417613809357752,0.29760800816353,0.00000000000044101387039965,0.00000000000044101387039965,0.215382804536996,0.234438492401166,0.234438492401166,15,chr19:58609269-58611007,chr19,58609269,58611007,-0.0000274240999325992,chr19:58609269-58611007,chr19:58609269-58611007,5,4,4,0.295235280448718,1.75328227108428e-31,3.59606811650144e-85,4.68578572756248e-85,TRUE,TRUE,TRUE,2,2,14,14,0.133545603045954,0.103029110282423,TRUE,15,0.117110131558842,0.115538384250075,0.211962038118593,0.138447202673385,0.117110131558842,0.00175438596491228,TRUE,0.352466477161456,0.0903973338941157,0.24763881985452,79
63,DMR_64,0.00133826228096765,0.116815967433479,0.431838907264633,0.315022939831155,3.09509942594568e-25,8.10621278223868e-25,0.220916268523675,0.23267622814812,0.23267622814812,24,chr4:166793622-166796212,chr4,166793622,166796212,-0.0000315054295285267,chr4:166793622-166796212,chr4:166793622-166796212,5,4,4,0.295595416666667,4.08098584991584e-34,8.21377173423559e-93,1.25146837053117e-92,TRUE,TRUE,TRUE,2,2,17,22,0.116670787686275,0.0832887322418574,TRUE,24,0.0862036029301207,0.0852575467384631,0.142099956511426,0.105845540786103,0.0862036029301207,0,TRUE,0.319609446941584,0.127346731422494,0.242704360733948,80
64,DMR_154,0.00132676914418338,0.124750572580846,0.421718405485839,0.296967832904993,0.00000000000000000117984781513057,0.00000000000000000132431897616696,0.222006248166138,0.227274927008142,0.227274927008142,14,chr18:18821328-18823509,chr18,18821328,18823509,-0.0000145922142437206,chr18:18821328-18823509,chr18:18821328-18823509,5,3,3,0.295773897569444,1.5071290431389e-31,5.64459730295244e-84,7.18572090869274e-84,TRUE,TRUE,TRUE,2,2,14,14,0.161576809585714,0.102338323239154,TRUE,14,0.0783992063968627,0.0781713844358987,0.113064937523295,0.0937288941272087,0.0783992063968627,0,TRUE,0.31398300597949,0.134625009767516,0.2422398074947,81
90,DMR_93,0.00109050429539513,0.213853552765137,0.487197474339286,0.273343921574149,0.00000000000000000000000159200957001917,0.00000000000000000000000318401914003834,0.246388536796695,0.223014579550387,0.223014579550387,13,chr10:105036495-105038444,chr10,105036495,105038444,0.0000360286611243373,chr10:105036495-105038444,chr10:105036495-105038444,5,4,4,0.272839920546933,2.60971951726017e-43,1.83070351321251e-111,5.66785807690592e-111,TRUE,TRUE,TRUE,2,2,12,13,0.125899313833333,0.0771219682230427,TRUE,13,0.0673249792961333,0.0666604897218172,0.116175474597261,0.0844796129195265,0.0673249792961333,0,TRUE,0.198320045720935,0.297436383878002,0.237966580983762,82
71,DMR_125,0.00124850692356395,0.192199248654621,0.509679843916192,0.317480595261572,0.00000000000000000000000751607010651235,0.0000000000000000000000114828848849494,0.22820392321434,0.213854988950398,0.213854988950398,12,chr4:5712426-5713546,chr4,5712426,5713546,0.0000114854660087751,chr4:5712426-5713546,chr4:5712426-5713546,5,4,4,0.250174325800651,3.34581763505582e-38,1.30339781153987e-97,2.32449287127157e-97,TRUE,TRUE,TRUE,2,2,10,11,0.154891060599727,0.114378665559955,TRUE,12,0.134323848597063,0.131750380686614,0.236641529366667,0.167103216676795,0.134323848597063,0.00350877192982456,TRUE,0.27566990032845,0.176009639659209,0.235805796060754,83
