"coord","seqnames","start","end","width","no.cpgs","strand","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"chr13:102067343-102069556","chr13",102067343,102069556,2214,15,"*",0,0,6.92442202225186e-178,0,0.481751799229167,0.228234807645682,"NALCN"
"chr4:5712426-5713546","chr4",5712426,5713546,1121,12,"*",0,0,1.16122190869391e-108,0,0.367582939239583,0.22820392321434,"EVC"
"chr10:119494317-119494959","chr10",119494317,119494959,643,6,"*",0,9.48606040015193e-322,6.6264878735952e-103,0,0.285559476861085,0.228071446299288,"RP11-328K15.1"
"chr20:50720731-50723227","chr20",50720731,50723227,2497,14,"*",0,0,2.27455368524046e-112,0,0.380295935145756,0.227859235360315,"ZFP64"
"chr3:96532006-96533824","chr3",96532006,96533824,1819,13,"*",0,0,2.11442633302204e-115,0,0.341687211270833,0.227853002169918,"EPHA6"
"chr2:45155201-45163442","chr2",45155201,45163442,8242,41,"*",0,0,2.11874029365421e-215,0,0.433058284541667,0.22774689086522,"RP11-89K21.1"
"chr7:19812327-19813525","chr7",19812327,19813525,1199,18,"*",0,0,1.03595082599739e-93,0,0.387949746208333,0.22758960106138,"TMEM196"
"chr12:54354162-54355476","chr12",54354162,54355476,1315,7,"*",0,0,1.28166571819809e-113,0,0.344146166677083,0.227418819845547,NA
"chr11:94133505-94135029","chr11",94133505,94135029,1525,14,"*",0,0,2.39940822772894e-79,0,0.352641073052083,0.22693468263439,"GPR83"
"chr12:5018229-5021871","chr12",5018229,5021871,3643,22,"*",0,0,1.54764116385353e-160,0,0.3790824695625,0.226898940579456,"KCNA1"
"chr11:123300323-123302579","chr11",123300323,123302579,2257,15,"*",0,0,1.01793987228875e-129,0,0.429048313268599,0.226671618701748,"AP000783.1"
"chr5:113390551-113392117","chr5",113390551,113392117,1567,11,"*",0,0,1.27666231987166e-117,0,0.34046576096875,0.226451604510759,"RP11-371M22.1"
"chr2:56149825-56151179","chr2",56149825,56151179,1355,12,"*",0,0,1.69216756714887e-100,0,0.300080973633864,0.226325606089184,"EFEMP1"
"chr19:58125386-58126053","chr19",58125386,58126053,668,15,"*",0,0,2.29587337481566e-95,0,0.311374895760417,0.22621632789275,"ZNF134"
"chr4:5889238-5890751","chr4",5889238,5890751,1514,15,"*",0,0,5.20351249095464e-68,0,0.433185006822917,0.22609195748268,"CRMP1"
"chr6:168078772-168080645","chr6",168078772,168080645,1874,9,"*",0,0,3.12203400542508e-126,0,0.324904608208333,0.226005347211001,"RP11-351J23.2, RP11-351J23.1"
"chr12:106978920-106981513","chr12",106978920,106981513,2594,13,"*",0,0,1.38002171249563e-92,0,0.288554185951737,0.225722908598314,"RFX4, RP11-144F15.1"
"chr17:6678929-6679564","chr17",6678929,6679564,636,11,"*",0,0,2.36593326836719e-82,0,0.3479977246875,0.225659481737542,"XAF1, FBXO39"
"chr1:110210021-110210925","chr1",110210021,110210925,905,8,"*",0,0,1.01836390564611e-146,0,0.364399716644171,0.225593401849444,"GSTM2"
"chr3:148415443-148416308","chr3",148415443,148416308,866,8,"*",0,0,1.54243066360861e-99,0,0.286760208572917,0.225499298029652,"AGTR1"
"chr2:201449632-201451303","chr2",201449632,201451303,1672,15,"*",0,0,3.73284965413218e-55,0,0.406380466083333,0.22541643920248,"AOX1"
"chr8:68862516-68865187","chr8",68862516,68865187,2672,16,"*",0,0,4.68156654744811e-211,0,0.400712564562822,0.225267422530252,"PREX2"
"chr3:64253534-64253818","chr3",64253534,64253818,285,6,"*",0,0,1.38376870445266e-94,0,0.276165455043174,0.225202775049624,"PRICKLE2"
"chr6:94126141-94129636","chr6",94126141,94129636,3496,17,"*",0,0,1.22918492418406e-85,0,0.336080278458333,0.225160528532658,"EPHA7"
"chr12:72665282-72668470","chr12",72665282,72668470,3189,19,"*",0,0,5.28862707415088e-112,0,0.377377695016285,0.225113698258465,"TRHDE, TRHDE-AS1"
"chr15:88798331-88801474","chr15",88798331,88801474,3144,22,"*",0,0,1.6784910124173e-119,0,0.410162064145833,0.225019488457928,"NTRK3-AS1, NTRK3"
"chr10:23982350-23985722","chr10",23982350,23985722,3373,18,"*",0,0,9.21739001166735e-145,0,0.354458969458333,0.225007906550107,"KIAA1217"
"chr13:23733305-23735282","chr13",23733305,23735282,1978,9,"*",0,0,6.48547126283021e-122,0,0.3952026020625,0.224579100075546,NA
"chr18:59000498-59001726","chr18",59000498,59001726,1229,13,"*",0,0,1.41744262848093e-100,0,0.379804475833333,0.224424957125661,"CDH20"
"chr3:140769274-140771786","chr3",140769274,140771786,2513,21,"*",0,0,3.34295829727183e-100,0,0.394949589708333,0.224205208816232,"SPSB4"
"chr5:135265717-135266896","chr5",135265717,135266896,1180,14,"*",0,0,3.67625504149341e-147,0,0.363508624427083,0.224163480554778,"FBXL21, LECT2"
"chr20:8111582-8113630","chr20",8111582,8113630,2049,15,"*",0,0,3.1290277811238e-56,0,0.39439606303125,0.222772179728487,"PLCB1"
"chr5:33936171-33938909","chr5",33936171,33938909,2739,19,"*",0,0,1.33329273439358e-94,0,0.365510998104167,0.22270635900836,"RXFP3"
"chr2:119592325-119594696","chr2",119592325,119594696,2372,9,"*",0,0,3.68704472108925e-123,0,0.287776745046215,0.222603048378416,"RP11-19E11.1"
"chr19:52900882-52901639","chr19",52900882,52901639,758,12,"*",0,0,4.39424931310871e-60,0,0.328550490739583,0.222545003928997,"ZNF528, CTD-3018O17.3"
"chr10:129533731-129537990","chr10",129533731,129537990,4260,20,"*",0,0,6.80171190790453e-120,0,0.37710918821875,0.222328571014027,"FOXI2, AL391005.1"
"chr18:18821328-18823509","chr18",18821328,18823509,2182,14,"*",0,0,8.32096945265467e-72,0,0.311326674573761,0.222006248166138,"GREB1L, RP11-699A5.2"
"chr7:103629099-103631129","chr7",103629099,103631129,2031,16,"*",0,0,1.95905724831512e-158,0,0.283675847958333,0.221875634255431,"RELN"
"chr9:124460262-124464871","chr9",124460262,124464871,4610,12,"*",0,0,5.1405690296397e-130,0,0.427497929969504,0.221631530906594,"DAB2IP"
"chr6:166577862-166583523","chr6",166577862,166583523,5662,27,"*",0,0,2.44960325035754e-157,0,0.418535438635417,0.221412834923604,"T"
"chr3:6901652-6905031","chr3",6901652,6905031,3380,21,"*",0,0,6.97230581767401e-103,0,0.329145506859127,0.221256125601341,"GRM7"
"chr4:166793622-166796212","chr4",166793622,166796212,2591,24,"*",0,0,4.78368021056243e-99,0,0.381849614989583,0.220916268523675,"TLL1"
"chr3:237137-240139","chr3",237137,240139,3003,25,"*",0,0,5.42711361832037e-127,0,0.346619203401232,0.220764845460236,"CHL1, CHL1-AS2"
"chr12:24714652-24717178","chr12",24714652,24717178,2527,20,"*",0,0,5.95907659021602e-120,0,0.356453827760417,0.22053311772351,"RP11-444D3.1"
"chr20:21487412-21490665","chr20",21487412,21490665,3254,8,"*",0,0,1.31998214507733e-109,0,0.29942815103125,0.22036832955336,NA
"chr6:105584149-105585762","chr6",105584149,105585762,1614,18,"*",0,0,1.3627469582401e-102,0,0.363481535620529,0.220359098966137,"BVES-AS1, BVES"
"chr7:155241490-155244727","chr7",155241490,155244727,3238,13,"*",0,0,2.08097371657932e-173,0,0.31466942025,0.220244063538062,"AC008060.8"
"chr8:97504959-97507958","chr8",97504959,97507958,3000,20,"*",0,0,1.1118794094329e-187,0,0.440993793208333,0.219957800443248,"SDC2"
"chr14:57282784-57284528","chr14",57282784,57284528,1745,8,"*",0,0,1.87017393926207e-100,0,0.376972846916667,0.219941326039742,"OTX2-AS1, RP11-1085N6.5"
"chr8:54789207-54795315","chr8",54789207,54795315,6109,28,"*",0,0,1.41281073733444e-158,0,0.376686527083333,0.219804119347192,"RGS20, RP11-1070A24.2"
"chr19:51829721-51831274","chr19",51829721,51831274,1554,7,"*",0,0,2.40049451718203e-115,0,0.320644854812487,0.219718089963678,"IGLON5"
"chr20:43437858-43439706","chr20",43437858,43439706,1849,9,"*",0,0,2.22340145912466e-176,0,0.3890269936875,0.219607842044051,"RIMS4"
"chr19:8656319-8657916","chr19",8656319,8657916,1598,11,"*",0,0,5.8534413968106e-70,0,0.361525451041667,0.219581529878572,"ADAMTS10"
"chr13:95362829-95366456","chr13",95362829,95366456,3628,25,"*",0,0,2.57781073815065e-146,0,0.423190316197917,0.219556271815578,"SOX21-AS1, SOX21"
"chr10:91294781-91296457","chr10",91294781,91296457,1677,17,"*",0,0,9.21372119289661e-89,0,0.335284560229167,0.219287769291681,"SLC16A12"
"chr3:68056706-68057572","chr3",68056706,68057572,867,6,"*",0,0,1.13900745575681e-107,0,0.3497026118125,0.219126700154729,"FAM19A1"
"chr7:27140797-27148002","chr7",27140797,27148002,7206,44,"*",0,0,8.46807071467003e-164,0,0.364920844833333,0.219055130362193,"HOXA-AS2, HOXA2, HOXA3"
"chr13:36870809-36873065","chr13",36870809,36873065,2257,14,"*",0,0,5.77244836818799e-138,0,0.39090847308305,0.219046187445386,"SOHLH2, CCDC169-SOHLH2, CCDC169"
"chr17:32905661-32909375","chr17",32905661,32909375,3715,24,"*",0,0,1.07737788281838e-123,0,0.354697026479167,0.218846837380378,"TMEM132E, C17orf102"
"chr8:65280876-65287050","chr8",65280876,65287050,6175,29,"*",0,0,1.95781495374244e-138,0,0.386044750052083,0.218583478619678,"LINC00966, RP11-32K4.1"
"chr2:164592477-164594200","chr2",164592477,164594200,1724,11,"*",0,0,1.99894526288916e-93,0,0.379315769884264,0.218474499966186,"FIGN"
"chr16:66635626-66639593","chr16",66635626,66639593,3968,25,"*",0,0,6.63903713589592e-77,0,0.4665480419375,0.218360994846951,"CMTM3"
"chr10:50816058-50818911","chr10",50816058,50818911,2854,16,"*",0,0,4.88300313546249e-126,0,0.447109090239583,0.218354052967268,"CHAT, SLC18A3"
"chr11:24518149-24518726","chr11",24518149,24518726,578,12,"*",0,0,1.81640089137067e-77,0,0.265559031052083,0.218317387349477,"LUZP2"
"chr8:97156397-97158052","chr8",97156397,97158052,1656,8,"*",0,0,2.32091721342185e-159,0,0.313699237109629,0.2182868385621,"GDF6"
"chr2:210636188-210636844","chr2",210636188,210636844,657,10,"*",0,0,2.57722111733507e-108,0,0.336240252302083,0.218205918504051,"UNC80"
"chr8:32404299-32406928","chr8",32404299,32406928,2630,11,"*",0,0,3.64345625181924e-88,0,0.359160368604167,0.218196282981752,"NRG1"
"chr12:111470657-111474088","chr12",111470657,111474088,3432,17,"*",0,0,8.38927415812124e-164,0,0.37783006640625,0.218003223429471,"CUX2"
"chr20:61883856-61886598","chr20",61883856,61886598,2743,16,"*",0,0,2.36389900592366e-109,0,0.4240831533125,0.217571550438515,"NKAIN4"
"chr5:80689796-80691176","chr5",80689796,80691176,1381,7,"*",0,0,2.06947402080475e-115,0,0.339595119572917,0.21714167457581,"ACOT12"
"chr12:45443735-45445864","chr12",45443735,45445864,2130,17,"*",0,0,2.85336056713406e-92,0,0.333496715697917,0.21680059911596,"RP11-478B9.1, DBX2"
"chr1:207818003-207818818","chr1",207818003,207818818,816,8,"*",0,4.45384832821801e-294,1.3077183189279e-138,0,0.470216174375,0.216384023349789,"CR1L, CD46P1"
"chr12:65218019-65220152","chr12",65218019,65220152,2134,18,"*",0,0,3.0991987946507e-127,0,0.359443888833333,0.216263906198096,"TBC1D30"
"chr5:140891767-140895708","chr5",140891767,140895708,3942,11,"*",0,0,7.92789929631887e-85,0,0.465666953916667,0.216121591636827,"PCDHGA1, PCDHGA2, PCDHGA3, PCDHGB1, PCDHGA4, PCDHGB2, PCDHGA5, PCDHGB3, PCDHGA6, PCDHGA7, PCDHGB4, PCDHGA8, PCDHGA9, PCDHGB6, PCDHGA10, PCDHGB7, PCDHGA11, PCDHGA12, PCDHGC3, PCDHGC4, PCDHGC5, DIAPH1"
"chr19:23253218-23254381","chr19",23253218,23254381,1164,7,"*",0,0,4.00815239658189e-107,0,0.301437969925144,0.216117625508329,"CTD-2291D10.3"
"chr7:136553088-136556271","chr7",136553088,136556271,3184,22,"*",0,0,2.15004843948171e-132,0,0.335852791387742,0.215871829754023,"CHRM2, hsa-mir-490"
"chr22:45402995-45406639","chr22",45402995,45406639,3645,29,"*",0,0,5.5392971729427e-88,0,0.360542503045326,0.21571135000591,"PHF21B"
"chr16:10274064-10277505","chr16",10274064,10277505,3442,27,"*",0,0,2.04328691882122e-117,0,0.45754848915625,0.215587868761866,"GRIN2A"
"chr3:62353312-62365402","chr3",62353312,62365402,12091,64,"*",0,0,2.77357611028486e-148,0,0.429352511625,0.215509761195306,"PTPRG-AS1, FEZF2"
"chr19:58609269-58611007","chr19",58609269,58611007,1739,15,"*",0,0,7.03413418729364e-103,0,0.3492837950625,0.215382804536996,"ZSCAN18"
"chr2:1745630-1749076","chr2",1745630,1749076,3447,19,"*",0,0,5.74465891691908e-145,0,0.4677218058125,0.215129495296681,"PXDN"
"chr20:23028304-23032166","chr20",23028304,23032166,3863,21,"*",0,0,2.94406220008938e-173,0,0.385546842489583,0.215097863033446,"THBD"
"chr4:93224058-93227195","chr4",93224058,93227195,3138,21,"*",0,0,4.17985569454707e-99,0,0.362957645364583,0.215020579480376,"GRID2, RP11-9B6.1"
"chr4:5052379-5054483","chr4",5052379,5054483,2105,16,"*",0,0,2.12326874933091e-152,0,0.346651528285057,0.21485615187414,"STK32B"
"chr2:131720820-131722957","chr2",131720820,131722957,2138,8,"*",0,0,3.42580846101188e-240,0,0.354519422885417,0.21485521781247,"ARHGEF4"
"chr7:50342251-50345049","chr7",50342251,50345049,2799,11,"*",0,0,1.38092531120964e-135,0,0.3973892659375,0.214713716192841,"IKZF1"
"chr1:169396706-169397550","chr1",169396706,169397550,845,10,"*",0,0,2.96891210845737e-83,0,0.42875507153125,0.214703670223308,"CCDC181"
"chr19:56879036-56880388","chr19",56879036,56880388,1353,15,"*",0,0,2.13648531771212e-154,0,0.44363723765194,0.214365695493929,"ZNF542, ZSCAN5A, AC006116.21"
"chr11:122850140-122851122","chr11",122850140,122851122,983,7,"*",0,0,7.61778383236462e-106,0,0.271488647325551,0.214284082613518,"BSX"
"chr11:20689672-20693928","chr11",20689672,20693928,4257,25,"*",0,0,4.50930674196143e-165,0,0.388789339354167,0.21400589064631,"NELL1, RP11-701I24.3"
"chr14:60972853-60978852","chr14",60972853,60978852,6000,32,"*",0,0,1.70518738490067e-129,0,0.370018973052083,0.213976336032215,"SIX6, C14orf39"
"chr14:85995655-86001111","chr14",85995655,86001111,5457,31,"*",0,0,4.78986582625613e-107,0,0.319357954979965,0.213943291565013,"RP11-497E19.2, FLRT2, RP11-497E19.1"
"chr11:503270-504937","chr11",503270,504937,1668,14,"*",0,0,7.72018700471475e-121,0,0.3788144330625,0.213936846142321,"RNH1"
"chr3:24869928-24872319","chr3",24869928,24872319,2392,7,"*",0,0,1.17191889199998e-123,0,0.316152124374858,0.213692582404792,"AC133680.1"
"chr11:115529573-115531299","chr11",115529573,115531299,1727,11,"*",0,0,1.5601988908865e-144,0,0.365352286552083,0.213644998494858,"AP000797.3"
"chr15:84115371-84116920","chr15",84115371,84116920,1550,13,"*",0,0,1.67502761738961e-90,0,0.382352036020833,0.213627137428106,"SH3GL3"
"chr11:94500612-94502879","chr11",94500612,94502879,2268,21,"*",0,0,1.70288795989787e-170,0,0.36681627084375,0.21357512900382,"AMOTL1"
"chr1:119520934-119522855","chr1",119520934,119522855,1922,6,"*",0,0,3.31406625588784e-115,0,0.275194538432269,0.213527050400545,"TBX15"
"chr7:96625586-96627700","chr7",96625586,96627700,2115,11,"*",0,0,4.13953514355685e-114,0,0.27215721409375,0.213495692085816,"DLX6-AS1"
"chr16:66612290-66614916","chr16",66612290,66614916,2627,16,"*",0,0,1.00007607357362e-169,0,0.420238792677083,0.213264007305156,"CKLF-CMTM1, CMTM1, CMTM2, RP11-403P17.2"
"chr2:40677600-40680611","chr2",40677600,40680611,3012,12,"*",0,0,1.87417467684259e-116,0,0.393495879854167,0.213206926324511,"SLC8A1"
"chr1:14923736-14926521","chr1",14923736,14926521,2786,15,"*",0,0,2.50874566201575e-206,0,0.43216086408363,0.213113951721419,"KAZN"
"chr19:38182381-38183460","chr19",38182381,38183460,1080,13,"*",0,0,1.9722778988807e-63,0,0.3388355453125,0.212967931765229,"ZFP30, ZNF781, CTD-2528L19.4"
"chr10:23483512-23484867","chr10",23483512,23484867,1356,6,"*",0,0,1.212855949912e-139,0,0.256014572781746,0.212898789384416,NA
"chr1:91188999-91193193","chr1",91188999,91193193,4195,29,"*",0,0,5.66360986867128e-170,0,0.44890602075,0.212867598586314,NA
"chr11:69631981-69635508","chr11",69631981,69635508,3528,25,"*",0,0,4.44885152384748e-89,0,0.321794815479167,0.212484404066824,"FGF3"
"chr2:68545433-68548142","chr2",68545433,68548142,2710,22,"*",0,0,1.09766056953365e-232,0,0.471199743532171,0.212022007986317,"CNRIP1"
"chr8:23566799-23567941","chr8",23566799,23567941,1143,8,"*",0,0,3.23306533715544e-130,0,0.272931053739583,0.211931928555337,"RP11-175E9.1"
"chr8:65289139-65294798","chr8",65289139,65294798,5660,28,"*",0,0,3.68379236890194e-88,0,0.365029111458333,0.211666803148277,"LINC00966, MIR124-2"
"chr22:48970600-48973245","chr22",48970600,48973245,2646,13,"*",0,0,2.4030207840488e-164,0,0.34610958869733,0.211652572455574,"FAM19A5"
"chr5:88184945-88185987","chr5",88184945,88185987,1043,9,"*",0,0,2.34083704000397e-147,0,0.361279246229167,0.211617090351761,"MEF2C-AS1, MEF2C"
"chr12:129337768-129338939","chr12",129337768,129338939,1172,8,"*",0,0,2.31057237717299e-105,0,0.301566538958333,0.211306410887436,"GLT1D1"
"chr15:83314677-83317632","chr15",83314677,83317632,2956,23,"*",0,0,2.10432768854641e-129,0,0.402885906864583,0.211179778495726,"RP11-752G15.3, CPEB1"
"chr1:16081988-16085984","chr1",16081988,16085984,3997,20,"*",0,0,6.44898816005171e-289,0,0.431699955333333,0.211172506084494,"FBLIM1"
"chr8:105235184-105236155","chr8",105235184,105236155,972,9,"*",0,0,1.48101022591931e-123,0,0.376312188125,0.211142727082021,"RIMS2"
"chr4:20253130-20257590","chr4",20253130,20257590,4461,23,"*",0,0,1.64330247632472e-156,0,0.3759989235625,0.21110904843502,"SLIT2"
"chr20:24448346-24452131","chr20",24448346,24452131,3786,22,"*",0,0,6.35225582210798e-206,0,0.352395498707766,0.210884079835382,"SYNDIG1"
"chr2:5831147-5834638","chr2",5831147,5834638,3492,15,"*",0,0,7.99603381074716e-75,0,0.270643060248132,0.210833553975133,"SOX11, AC107057.2, AC108025.2"
"chr16:3354260-3356149","chr16",3354260,3356149,1890,22,"*",0,0,5.43443630999896e-77,0,0.357447747552083,0.210707608361915,"ZNF75A, TIGD7"
"chr7:137531173-137533035","chr7",137531173,137533035,1863,10,"*",0,0,1.11698588042655e-135,0,0.341677747990749,0.210668474656542,"DGKI"
"chr7:21582064-21584483","chr7",21582064,21584483,2420,15,"*",0,0,1.1490613422222e-111,0,0.373839541208333,0.21053914987161,"DNAH11"
"chr21:27010160-27012878","chr21",27010160,27012878,2719,17,"*",0,0,7.71213328318853e-136,0,0.389546492510417,0.210536393001525,"JAM2"
"chr19:58038065-58039253","chr19",58038065,58039253,1189,10,"*",0,0,4.83779689439217e-120,0,0.317428593352608,0.210509359898663,"ZNF549"
"chr6:99271709-99273830","chr6",99271709,99273830,2122,19,"*",0,0,9.27909336596812e-98,0,0.30153667946875,0.210391894033538,NA
"chr7:155164294-155168238","chr7",155164294,155168238,3945,20,"*",0,0,4.98113568554047e-137,0,0.32280607524437,0.210360673779195,NA
"chr7:19145530-19148187","chr7",19145530,19148187,2658,12,"*",0,0,3.77748753698805e-115,0,0.330896964708333,0.210357472811605,"TWIST1"
"chr19:21657164-21658001","chr19",21657164,21658001,838,7,"*",0,0,3.11973237427166e-79,0,0.299828582822917,0.210051122402354,"CTD-2561J22.3"
"chr20:21491952-21498921","chr20",21491952,21498921,6970,28,"*",0,0,9.44876280269198e-134,0,0.373309014430929,0.209961406576335,"NKX2-2-AS1, NKX2-2"
"chr6:108484512-108492769","chr6",108484512,108492769,8258,45,"*",0,0,2.63425594743635e-171,0,0.311457207104167,0.209851910486788,"NR2E1, OSTM1"
"chr9:115652824-115654220","chr9",115652824,115654220,1397,11,"*",0,0,9.96433419558164e-119,0,0.345156572260417,0.209717308139787,"SLC46A2"
"chr14:74705733-74708313","chr14",74705733,74708313,2581,15,"*",0,0,8.6210851864119e-128,0,0.355635135249304,0.20954139314122,"VSX2"
"chr12:133484026-133485856","chr12",133484026,133485856,1831,8,"*",0,0,2.86643434037577e-83,0,0.305618313235067,0.209514534556183,"CHFR"
"chr8:77592757-77596382","chr8",77592757,77596382,3626,25,"*",0,0,7.01501649239711e-147,0,0.37240036934375,0.208822736519964,"ZFHX4, ZFHX4-AS1"
"chr3:27770059-27772805","chr3",27770059,27772805,2747,17,"*",0,0,1.5157718144284e-82,0,0.328975233572917,0.208508438670293,NA
"chr7:121949204-121951055","chr7",121949204,121951055,1852,9,"*",0,0,9.19106296135029e-61,0,0.315988465239583,0.208416919149843,"FEZF1-AS1, FEZF1"
"chr2:29335792-29339806","chr2",29335792,29339806,4015,20,"*",0,0,6.26827813520821e-140,0,0.4000385411875,0.208394594033716,"CLIP4"
"chr1:177133536-177134454","chr1",177133536,177134454,919,16,"*",0,0,9.63878596063448e-109,0,0.306373442536629,0.208347738270221,"ASTN1"
"chr19:37328842-37329859","chr19",37328842,37329859,1018,18,"*",0,0,3.01263616848281e-58,0,0.290666516479167,0.208198854786631,"ZNF790"
"chr19:54464956-54466724","chr19",54464956,54466724,1769,10,"*",0,0,2.32971171919934e-92,0,0.353714225677083,0.208033703950162,"CACNG8"
"chr2:70994758-70996021","chr2",70994758,70996021,1264,18,"*",0,0,4.89735305948384e-93,0,0.43892553125,0.20767419410814,"ADD2"
"chr1:91300215-91303544","chr1",91300215,91303544,3330,17,"*",0,0,1.91875588259267e-115,0,0.358797505135417,0.207601411662726,"RP4-665J23.1"
"chr3:129692836-129694665","chr3",129692836,129694665,1830,18,"*",0,0,1.40587839850918e-209,0,0.40931556990625,0.207398215467019,"TRH"
"chr2:124782117-124783698","chr2",124782117,124783698,1582,12,"*",0,0,1.06356734088471e-82,0,0.3343559064375,0.207299364644929,"CNTNAP5, AC079154.1"
"chr18:5894665-5896267","chr18",5894665,5896267,1603,10,"*",0,0,3.17027469847844e-67,0,0.275714507574469,0.206997597316797,"RP11-945C19.4, TMEM200C"
"chr6:127438426-127442679","chr6",127438426,127442679,4254,25,"*",0,0,1.87658975498006e-168,0,0.378196701802083,0.206971522036328,"RSPO3"
"chr1:67217673-67218505","chr1",67217673,67218505,833,12,"*",0,0,1.41908353748928e-68,0,0.286603481716927,0.206910444192044,"TCTEX1D1"
"chr20:59826138-59829060","chr20",59826138,59829060,2923,9,"*",0,0,6.71526933501515e-214,0,0.365620105840716,0.206511098125309,"CDH4"
"chr10:110671609-110672231","chr10",110671609,110672231,623,6,"*",0,0,8.39224970019493e-115,0,0.260430399507241,0.205847729401429,NA
"chr19:30715001-30720025","chr19",30715001,30720025,5025,20,"*",0,0,3.0268143709379e-127,0,0.325029771789747,0.205833837947963,"ZNF536, AC005597.1"
"chr19:12304452-12306303","chr19",12304452,12306303,1852,10,"*",0,0,7.56037522723089e-91,0,0.29435049546875,0.205753946677607,"CTD-2666L21.1"
"chr12:119417806-119419786","chr12",119417806,119419786,1981,17,"*",0,0,9.50329419759565e-63,0,0.328275533916667,0.205490541545865,"SRRM4"
"chr18:7116421-7119131","chr18",7116421,7119131,2711,12,"*",0,0,7.52255929966522e-98,0,0.397831204332264,0.205384371900585,"LAMA1"
"chr8:104510754-104514118","chr8",104510754,104514118,3365,20,"*",0,0,4.11829742454462e-119,0,0.497857485958333,0.205145485930538,"RIMS2, RP11-1C8.4"
"chr17:50234775-50237844","chr17",50234775,50237844,3070,29,"*",0,0,1.62781616345597e-99,0,0.31998535490625,0.205104749060792,"CA10"
"chr2:182542510-182550065","chr2",182542510,182550065,7556,38,"*",0,0,2.22698161644571e-129,0,0.41439836096875,0.205051121887461,"AC013733.3, CERKL, NEUROD1"
"chr14:58331189-58333384","chr14",58331189,58333384,2196,13,"*",0,0,2.62887876468425e-161,0,0.344447997178726,0.204967719096726,"SLC35F4"
"chr10:23460245-23464518","chr10",23460245,23464518,4274,18,"*",0,0,8.64908135242736e-143,0,0.423431991822917,0.204946678279747,NA
"chr3:154796045-154798648","chr3",154796045,154798648,2604,21,"*",0,0,1.51987648018193e-73,0,0.30247574078125,0.204844489602953,"MME"
"chr14:29234282-29237480","chr14",29234282,29237480,3199,28,"*",0,0,1.60229822059142e-90,0,0.313460690989583,0.204756408276214,"FOXG1, RP11-966I7.1"
"chr2:137521943-137523892","chr2",137521943,137523892,1950,9,"*",0,0,5.38970674093718e-133,0,0.337412864822917,0.204735436721774,"THSD7B"
"chr16:56223970-56228901","chr16",56223970,56228901,4932,34,"*",0,0,6.8161784347092e-139,0,0.436615295346475,0.204709044809455,"GNAO1, RP11-461O7.1, CTD-2050B12.2"
"chr6:159588564-159591121","chr6",159588564,159591121,2558,8,"*",0,0,7.80895702310543e-128,0,0.393695552635417,0.204578444107811,"FNDC1, RP11-13P5.2"
"chr19:12201983-12203946","chr19",12201983,12203946,1964,8,"*",0,0,1.24088733712166e-91,0,0.388580242791667,0.204337209632336,"ZNF788, ZNF788, ZNF20"
"chr2:119615496-119617128","chr2",119615496,119617128,1633,10,"*",0,0,7.07710962418095e-105,0,0.260401844802083,0.204252831102918,NA
"chr3:179754239-179755696","chr3",179754239,179755696,1458,12,"*",0,0,8.27936057174581e-132,0,0.339770671703721,0.204243054686711,"PEX5L"
"chr18:4453856-4456154","chr18",4453856,4456154,2299,11,"*",0,0,3.10104466414352e-108,0,0.3235541025625,0.204228934137502,"DLGAP1"
"chr4:156587892-156589349","chr4",156587892,156589349,1458,15,"*",0,0,1.12417715311935e-86,0,0.410953482010417,0.204211978838727,"GUCY1A3"
"chr7:155174129-155175340","chr7",155174129,155175340,1212,9,"*",0,0,3.46718754017335e-130,0,0.312876286,0.204114108237053,"AC008060.7"
"chr2:213400697-213403960","chr2",213400697,213403960,3264,24,"*",0,0,1.551585004633e-115,0,0.281514147875,0.203758352723468,"ERBB4"
"chr19:58569986-58571811","chr19",58569986,58571811,1826,14,"*",0,0,4.73734383335026e-138,0,0.366077233186199,0.203433793233992,"ZNF135"
"chr6:80656586-80658030","chr6",80656586,80658030,1445,15,"*",0,0,5.21043303280829e-107,0,0.320044104104167,0.203399542275073,"ELOVL4"
"chr22:39852666-39854490","chr22",39852666,39854490,1825,6,"*",0,0,3.54347356839785e-124,0,0.400268273776077,0.203379974495271,"MGAT3"
"chr13:26623786-26626663","chr13",26623786,26626663,2878,16,"*",0,0,3.94524793092252e-195,0,0.35026882190625,0.203224845673117,"SHISA2, LINC00415"
"chr12:41085286-41087584","chr12",41085286,41087584,2299,17,"*",0,0,1.44360101543328e-109,0,0.368568194541667,0.20318326134601,"CNTN1"
"chr20:2780114-2782348","chr20",2780114,2782348,2235,16,"*",0,0,9.22103481429591e-108,0,0.353025860240649,0.203082617302391,"CPXM1"
"chr6:72129198-72131020","chr6",72129198,72131020,1823,12,"*",0,0,1.62639179441633e-115,0,0.314919520177083,0.203024486354902,"LINC00472"
"chr14:42073791-42079246","chr14",42073791,42079246,5456,28,"*",0,0,9.08547862412879e-107,0,0.332665313958333,0.203004101044839,"LRFN5, CTD-2298J14.2"
"chr5:170734312-170740937","chr5",170734312,170740937,6626,31,"*",0,0,1.04076224235726e-75,0,0.389396222572917,0.202923394079624,"TLX3"
"chr13:78491982-78494887","chr13",78491982,78494887,2906,46,"*",0,0,2.07480054459901e-104,0,0.341990282947917,0.202915095911913,"RNF219-AS1, EDNRB"
